Datetime,Open,High,Low,Close,Adj Close,Volume
2021-09-29 09:15:00+05:30,904.2999877929688,904.2999877929688,899.25,900.4000244140625,900.4000244140625,0
2021-09-29 09:16:00+05:30,899.4500122070312,900.0499877929688,898.8499755859375,899.6500244140625,899.6500244140625,31145
2021-09-29 09:17:00+05:30,901.0,901.0,896.0999755859375,896.9500122070312,896.9500122070312,23329
2021-09-29 09:18:00+05:30,896.0,896.7000122070312,895.4000244140625,896.7000122070312,896.7000122070312,24065
2021-09-29 09:19:00+05:30,897.0,898.4000244140625,896.4500122070312,896.4500122070312,896.4500122070312,11013
2021-09-29 09:20:00+05:30,896.0999755859375,899.2999877929688,896.0,898.0499877929688,898.0499877929688,16346
2021-09-29 09:21:00+05:30,898.5,898.9000244140625,896.4500122070312,897.5999755859375,897.5999755859375,19380
2021-09-29 09:22:00+05:30,898.0999755859375,901.0999755859375,897.3499755859375,901.0,901.0,18906
2021-09-29 09:23:00+05:30,901.7000122070312,902.75,900.0499877929688,900.9500122070312,900.9500122070312,12068
2021-09-29 09:24:00+05:30,899.5,901.75,897.5999755859375,898.2999877929688,898.2999877929688,20890
2021-09-29 09:25:00+05:30,898.0,899.4500122070312,897.5,899.4500122070312,899.4500122070312,7607
2021-09-29 09:26:00+05:30,898.7000122070312,901.4000244140625,898.2999877929688,900.9500122070312,900.9500122070312,8196
2021-09-29 09:27:00+05:30,900.5499877929688,901.5,900.5,900.6500244140625,900.6500244140625,4763
2021-09-29 09:28:00+05:30,901.0,902.5499877929688,900.9500122070312,901.5499877929688,901.5499877929688,13358
2021-09-29 09:29:00+05:30,902.0,903.5999755859375,901.3499755859375,903.5999755859375,903.5999755859375,10249
2021-09-29 09:30:00+05:30,903.5999755859375,903.5999755859375,899.6500244140625,901.7999877929688,901.7999877929688,14522
2021-09-29 09:31:00+05:30,901.0999755859375,901.9000244140625,901.0,901.25,901.25,3514
2021-09-29 09:32:00+05:30,901.5,901.5,900.0,900.0,900.0,5372
2021-09-29 09:33:00+05:30,900.0,900.4500122070312,899.25,899.25,899.25,3048
2021-09-29 09:34:00+05:30,899.25,900.9500122070312,899.25,900.5499877929688,900.5499877929688,3532
2021-09-29 09:35:00+05:30,900.9000244140625,902.5999755859375,900.7000122070312,900.7000122070312,900.7000122070312,9394
2021-09-29 09:36:00+05:30,901.0499877929688,901.5,900.9500122070312,901.0499877929688,901.0499877929688,3618
2021-09-29 09:37:00+05:30,900.9000244140625,900.9000244140625,899.5999755859375,900.25,900.25,6243
2021-09-29 09:38:00+05:30,899.9000244140625,901.3499755859375,899.9000244140625,901.0,901.0,3107
2021-09-29 09:39:00+05:30,900.7999877929688,901.7000122070312,900.0499877929688,901.7000122070312,901.7000122070312,3784
2021-09-29 09:40:00+05:30,901.0999755859375,902.4500122070312,900.8499755859375,902.4500122070312,902.4500122070312,5136
2021-09-29 09:41:00+05:30,901.9000244140625,903.1500244140625,901.9000244140625,903.0,903.0,7775
2021-09-29 09:42:00+05:30,902.7999877929688,903.4500122070312,902.7999877929688,903.0,903.0,5106
2021-09-29 09:43:00+05:30,903.0,906.9500122070312,903.0,906.7999877929688,906.7999877929688,21951
2021-09-29 09:44:00+05:30,906.5499877929688,911.1500244140625,906.2000122070312,909.7999877929688,909.7999877929688,51743
2021-09-29 09:45:00+05:30,909.9000244140625,911.0,908.2000122070312,909.5499877929688,909.5499877929688,26209
2021-09-29 09:46:00+05:30,910.4000244140625,910.6500244140625,908.5,908.5,908.5,13471
2021-09-29 09:47:00+05:30,908.4000244140625,910.0,908.4000244140625,910.0,910.0,15552
2021-09-29 09:48:00+05:30,909.5,909.7999877929688,908.5499877929688,908.5499877929688,908.5499877929688,6548
2021-09-29 09:49:00+05:30,909.0999755859375,910.0,908.5999755859375,909.1500244140625,909.1500244140625,5788
2021-09-29 09:50:00+05:30,909.3499755859375,909.7999877929688,908.7000122070312,909.0,909.0,6433
2021-09-29 09:51:00+05:30,909.5,910.2000122070312,908.9000244140625,910.0,910.0,19219
2021-09-29 09:52:00+05:30,910.0,913.9000244140625,910.0,913.25,913.25,33673
2021-09-29 09:53:00+05:30,913.0,914.0,911.7000122070312,912.1500244140625,912.1500244140625,17839
2021-09-29 09:54:00+05:30,912.1500244140625,912.4000244140625,911.0,911.6500244140625,911.6500244140625,12815
2021-09-29 09:55:00+05:30,911.7000122070312,914.25,911.1500244140625,914.25,914.25,17155
2021-09-29 09:56:00+05:30,914.0,915.0,913.0999755859375,913.5999755859375,913.5999755859375,16557
2021-09-29 09:57:00+05:30,913.4000244140625,914.0,912.5,913.0,913.0,9793
2021-09-29 09:58:00+05:30,913.0,913.75,912.9000244140625,913.5,913.5,7887
2021-09-29 09:59:00+05:30,914.2000122070312,916.0,913.7999877929688,915.5499877929688,915.5499877929688,23753
2021-09-29 10:00:00+05:30,915.6500244140625,916.7999877929688,913.0,913.0,913.0,18575
2021-09-29 10:01:00+05:30,913.0,914.9500122070312,913.0,913.6500244140625,913.6500244140625,9005
2021-09-29 10:02:00+05:30,913.9500122070312,913.9500122070312,912.6500244140625,913.0499877929688,913.0499877929688,13355
2021-09-29 10:03:00+05:30,913.2999877929688,913.2999877929688,911.6500244140625,912.0499877929688,912.0499877929688,6353
2021-09-29 10:04:00+05:30,912.4000244140625,912.4000244140625,912.0,912.1500244140625,912.1500244140625,4883
2021-09-29 10:05:00+05:30,912.0499877929688,912.1500244140625,911.1500244140625,911.5999755859375,911.5999755859375,6831
2021-09-29 10:06:00+05:30,911.0999755859375,911.7999877929688,911.0,911.0499877929688,911.0499877929688,6607
2021-09-29 10:07:00+05:30,911.3499755859375,911.4500122070312,910.2000122070312,910.7999877929688,910.7999877929688,11722
2021-09-29 10:08:00+05:30,910.2000122070312,910.7999877929688,909.1500244140625,909.5,909.5,10215
2021-09-29 10:09:00+05:30,909.5,911.9000244140625,909.0999755859375,911.5499877929688,911.5499877929688,13394
2021-09-29 10:10:00+05:30,911.0999755859375,912.0,910.7000122070312,910.7000122070312,910.7000122070312,2631
