Date,Open,High,Low,Close,Adj Close,Volume
2019-09-27 10:15:00+05:30,784.2999878,788.4000244,782.7999878,524.2,787,623184
2019-09-27 11:15:00+05:30,786.8499756,788.4000244,784.0499878,527.8,785.1500244,1726362
2019-09-27 12:15:00+05:30,785.0499878,786.7999878,784.7000122,528,786.0999756,942664
2019-09-27 13:15:00+05:30,786,787.3499756,781.7000122,529.15,782.0499878,1281055
2019-09-27 14:15:00+05:30,784.2999878,784.9000244,780.3499756,530.15,781.4500122,1514552
2019-09-27 15:15:00+05:30,781.4500122,783.9500122,780.1500244,531.7,782.2000122,389029
2019-09-30 09:15:00+05:30,785.3499756,792.6500244,782.1500244,534.3,790.2999878,0
2019-09-30 10:15:00+05:30,790.5,796.75,790,535,796.4000244,1262506
2019-09-30 11:15:00+05:30,793.4000244,803.4500122,793.1500244,536.45,801.75,2656891
2019-09-30 12:15:00+05:30,802.4500122,808,799.2999878,540,805.4000244,2784303
2019-09-30 13:15:00+05:30,805.5499878,806.3499756,803.0999756,540.7,804.0999756,2497827
2019-09-30 14:15:00+05:30,805.8499756,806.8499756,803.2000122,542.25,805,2401413
2019-09-30 15:15:00+05:30,805,807.5,802,542.35,805.25,905505
2019-10-01 09:15:00+05:30,807,807.4500122,0,545.55,795.2999878,0
2019-10-01 10:15:00+05:30,798.0499878,801.75,792.1500244,547.95,800.5999756,2481094
2019-10-01 11:15:00+05:30,797.6500244,802.1500244,797,548.7,799.5999756,1108451
2019-10-01 12:15:00+05:30,799.4000244,800.9000244,795.2999878,552,796.3499756,935667
2019-10-01 13:15:00+05:30,796.0499878,799.9000244,793.6500244,555.1,798.5,1595562
2019-10-01 14:15:00+05:30,798.0499878,799.9000244,792,555.9,792.0499878,2341559
2019-10-01 15:15:00+05:30,792.3499756,795.3499756,791.8499756,559.8,794,459350
2019-10-03 09:15:00+05:30,792.5,797.8499756,0,559.95,795.3499756,0
2019-10-03 10:15:00+05:30,794.9000244,797.25,792.3499756,560.4,792.8499756,891997
