Symbol,Price,Company name
NSE:JBCHEPHARM,1772.1,J. B. Chemicals & Pharmaceuticals Limited
NSE:JBCHEPHARM-EQ,NaN,JB CHEMICALS & PHARMACEUTICALS
NSE:JBMA,629,JBM Auto Limited
NSE:RJL,NaN,Renaissance Jewellery Limited
NSE:THANGAMAYL-EQ,NaN,THANGAMAYIL JEWELL INR10
NSE:JENSONICOL,NaN,Jenson & Nicholson (India) Limited
NSE:JENSONICOL-EQ,NaN,JENSON & NICHOLSON INR2
NSE:THANGAMAYL,1381,Thangamayil Jewellery Limited
NSE:JEYPORE,NaN,Jeypore Sugar Company Ltd.
NSE:JHS,26.3,JHS Svendgaard Laboratories Limited
NSE:JHS-EQ,NaN,JHS SVEND. LAB. LTD
NSE:JHS-BZ,NaN,JHS SVEND. LAB. LTD
NSE:JSLHISAR,327.15,Jindal Stainless (Hisar) Limited
NSE:JINDALSTEL-EQ,NaN,JINDAL STEEL & PWR INR1.00
NSE:JIKIND,0.45,JIK Industries Limited
NSE:JINDALSTEL,452.85,Jindal Steel & Power Limited
NSE:JINDALPOLY,1056.7,Jindal Poly Films Limited
NSE:JINDALSAW-EQ,NaN,JINDAL SAW LTD INR2(DEMAT)
NSE:JINDALPOLY-EQ,NaN,JINDAL POLY FILMS LIMITED
NSE:JSL,178.4,Jindal Stainless Limited
NSE:JSL-BE,NaN,JINDAL STAINLESS INR2
NSE:JMTAUTOLTD,3.15,JMT Auto Limited
NSE:JMCPROJECT,114.05,JMC Projects (India) Limited
NSE:JOCIL,230,Jocil Limited
NSE:JYOTISTRUC,19.55,Jyoti Structures Limited
NSE:KAMDHENU,263.15,Kamdhenu Limited
NSE:KALPATPOWR,450.4,Kalpataru Power Transmission Limited
NSE:KSCL-IL,NaN,KAVERI SEED COMPAN INR2
NSE:KANANIIND,9.1,Kanani Industries Limited
NSE:KANSAINER-EQ,NaN,KANSAI NEROLAC PAINTS LIMITED
NSE:KAVVERITEL-EQ,NaN,KAVVERI TELECOM PR INR10
NSE:KIL,NaN,Kamdhenu Limited
NSE:PERIATEA-BE,NaN,PERIATEA-BE.NS
NSE:KAYA-EQ,NaN,KAYA LIMITED INR10
NSE:KSL-EQ,NaN,KALYANI STEELS LIMITED
NSE:PERIATEA,NaN,Peria Karamalai Tea & Produce Co. Ltd.
NSE:KAYA-BE,NaN,Kaya Limited
NSE:KSCL-EQ,NaN,KAVERI SEED COMPANY LIMITED
NSE:KAMATHOTEL,63.8,Kamat Hotels (India) Limited
NSE:KANANIIND-EQ,NaN,KANANI INDUSTRIES LIMITED
NSE:KALINDEE-EQ,NaN,KALINDEE RAIL NIRMAN (ENGINEERS
NSE:KAMATHOTEL-EQ,NaN,KAMAT HOTELS (I) LIMITED
NSE:KARURVYSYA,50.9,The Karur Vysya Bank Limited
NSE:KAYA,559.75,Kaya Limited
NSE:PKTEA-EQ,NaN,PERIA KARAMALAI TE INR10
NSE:KALINDEE,NaN,Kalindee Rail Nirman (Engineers) Limited
NSE:KTKBANK,72.5,The Karnataka Bank Limited
NSE:PKTEA,335,The Peria Karamalai Tea and Produce Company Limited
NSE:KAUSHALYA-EQ,NaN,KAUSHALYA INFRASTRUCTURE DEVELO
NSE:KANORICHEM,198,Kanoria Chemicals & Industries Limited
NSE:KICL,2141,Kalyani Investment Company Limited
NSE:KAVVERITEL,8.6,Kavveri Telecom Products Limited
NSE:KCP,144.8,The KCP Limited
NSE:KDDL,526,KDDL Limited
NSE:KEYCORPSER-EQ,NaN,KEYNOTE CORPORATE SERVICES LIMI
NSE:KEYCORPSER-BE,NaN,KEYNOTECORPORATE
NSE:KESORAMIND-BZ,NaN,KESORAM INDUSTRIES LTD
NSE:KEC-EQ,NaN,KEC INTERNATIONAL INR2
NSE:KEI,1001.65,KEI Industries Limited
NSE:KESARENT-EQ,NaN,KESAR ENTERPRISES LIMITED
NSE:KERNEX,82.1,Kernex Microsystems (India) Limited
NSE:KEYCORPSER,NaN,Keynote Corporate Services Limited
NSE:KTIL-EQ,NaN,KESAR TERMINALS & INFRASTRUCTUR
NSE:KELLTONTEC,52.5,Kellton Tech Solutions Limited
NSE:KESORAMIND,69.75,Kesoram Industries Limited
NSE:SHK,155.4,S H Kelkar and Company Limited
NSE:KERNEX-BE,NaN,KERNEX MICROSYSTEM INR10
NSE:KESORAMIND-EQ,NaN,KESORAM INDUSTRIES LIMITED
NSE:KESORAMIND-BE,NaN,KESORAM INDUSTRIES INR10
NSE:KHANDSE-EQ,NaN,KHANDWALA SEC LTD INR10
NSE:RADICO,1130.85,Radico Khaitan Limited
NSE:RADICO-EQ,NaN,RADICO KHAITAN LIMITED
NSE:KHANDSE,17.25,Khandwala Securities Limited
NSE:KHAITANLTD-BE,NaN,KHAITAN (INDIA) LTD. INR10
NSE:KHAITANLTD,38,Khaitan (India) Limited
NSE:KHAITANLTD-EQ,NaN,KHAITAN (INDIA)LTD INR10
NSE:KIRIINDUS,530,Kiri Industries Limited
NSE:KITPLYIND-BZ,NaN,KITPLY INDUSTRIES LTD
NSE:KIRLOSIND-EQ,NaN,KIRLOSKAR INDUSTRIES LIMITED
NSE:KIRLOSENG-EQ,NaN,KIRLOSKAR OIL ENGINES LIMITED
NSE:KIRLOSIND,1623.5,Kirloskar Industries Limited
NSE:KMSUGAR-BE,NaN,KM SUGAR MILLS LTD INR2
NSE:KMSUGAR-EQ,NaN,KM SUGAR MILLS LTD INR2
NSE:KMSUGAR,27.3,K M Sugar Mills Limited
NSE:KOTHARIPET-EQ,NaN,KOTHARI PETROCHEM INR10
NSE:KOTAKBKETF-EQ,NaN,KOTAK MAHINDRA MF BANKING DIV P
NSE:KOLTEPATIL-EQ,NaN,KOLTE - PATIL DEVELOPERS LIMITE
NSE:KOTHARIPET,52.2,Kothari Petrochemicals Limited
NSE:KOTAKNV20-EQ,NaN,KOTAK MAHINDRA ASS KOTAK NV 20
NSE:KOKUYOCMLN,68.7,Kokuyo Camlin Limited
NSE:KOTAKBANK-IL,NaN,KOTAK MAHINDRA BAN INR5
NSE:KTKNV20ETF-EQ,NaN,KOTAKMAMC - KTKNV20ETF
NSE:KOLTEPATIL,324.95,Kolte-Patil Developers Limited
NSE:SONASTEER,NaN,Sona Koyo Steering Systems Limited
NSE:KPRMILL-EQ,NaN,K.P.R. MILL LIMITED
NSE:KRISHNAENG,NaN,KRISHNA ENGINEERING WORKS LTD.
NSE:KRISHNAENG-BE,NaN,KRISHNAENGGWORKS
NSE:KRISHNAENG-BZ,NaN,KRISHNAENGGWORKS
NSE:KRIDHANINF-EQ,NaN,KRIDHAN INFRA LIMI INR2
NSE:KRBL,323.3,KRBL Limited
NSE:KRIDHANINF,5.3,KRIDHAN INFRA LIMI INR2
NSE:KSE-BE,NaN,KSE-BE.NS
NSE:KSK-EQ,NaN,KSK ENERGY VENTURES LIMITED
NSE:KSERASERA-BE,NaN,KSS LTD INR1
NSE:KSOILS,NaN,KS Oils Ltd.
NSE:KSBPUMPS,NaN,KSB Pumps Limited
NSE:SKUMARSYNF-BZ,NaN,S KUMARS NATIONWIDE LTD
NSE:KWALITY-EQ,NaN,KWALITY LIMITED
NSE:KWALITY,2.2,Kwality Limited
NSE:LT,1792.75,Larsen & Toubro Limited
NSE:MOREPENLAB,54.75,Morepen Laboratories Limited
NSE:LYKALABS,80.6,Lyka Labs Limited
NSE:UNICHEMLAB,262.85,Unichem Laboratories Limited
NSE:SHLAKSHMI,NaN,Shri Lakshmi Cotsyn Limited
NSE:PITTILAM,NaN,Pitti Laminations Limited
NSE:PENINLAND-EQ,NaN,PENINSULA LAND LIMITED
NSE:SHLAKSHMI-BE,NaN,SHRI LAKSHMI COTSYN LTD
NSE:LAMBODHARA-EQ,NaN,LAMBODHARA TEXTILE INR5
NSE:LPDC-EQ,NaN,LANDMARK PROP DEV INR1
NSE:LAKPRE,4.6,Lakshmi Precision Screws Limited
NSE:NEULANDLAB-EQ,NaN,NEULAND LABORATORIES LIMITED
NSE:LAMBODHARA,88.3,Lambodhara Textiles Limited
NSE:VIVIMEDLAB,21.3,Vivimed Labs Limited
NSE:INDSWFTLAB,63.05,Ind-Swift Laboratories Limited
NSE:PHOENIXLL-EQ,NaN,PHOENIX LAMPS LTD INR10(DEMAT)
NSE:SHLAKSHMI-EQ,NaN,SHRI LAKSHMI COTSYN LTD.
NSE:NEULANDLAB,1732.25,Neuland Laboratories Limited
NSE:VIMTALABS-EQ,NaN,VIMTA LABS LIMITED
NSE:RANBAXY,NaN,Ranbaxy Laboratories Ltd.
NSE:LT-EQ,NaN,LARSEN & TOUBRO LIMITED
NSE:LAXMIMACH,9231,Lakshmi Machine Works Limited
NSE:PHOENIXLL,NaN,Phoenix Lamps Limited
NSE:LFIC-EQ,NaN,LAKSHMI FINANCE & INR10
NSE:INDSWFTLAB-EQ,NaN,IND-SWIFT LABORATORIES LIMITED
NSE:SHLAKSHMI-BZ,NaN,SHRI LAKSHMI COTSYN LTD
NSE:PENINLAND,12.1,Peninsula Land Limited
NSE:CAPLIPOINT,911.85,CAPLIN POINT LABOR INR2
NSE:LITL,NaN,Lanco Infratech Limited
NSE:VIVIMEDLAB-EQ,NaN,VIVIMED LABS LIMITED
NSE:MOREPENLAB-EQ,NaN,MOREPEN LABORATORI INR2
NSE:LAKSHMIEFL,NaN,LAKSHMI ENERGY & F INR2
NSE:ORTINLABSS,NaN,ORTIN LABORATORIES INR10
NSE:LYKALABS-EQ,NaN,LYKA LABS LIMITED
NSE:ORTINLABSS-EQ,NaN,ORTIN LABORATORIES INR10
NSE:LFIC,80.5,Lakshmi Finance & Industrial Corporation Limited
NSE:LAKSHVILAS,NaN,The Lakshmi Vilas Bank Limited
NSE:LCCINFOTEC-BE,NaN,LCC INFOTECH INR2
NSE:LCCINFOTEC,1.9,LCC Infotech Limited
NSE:LCCINFOTEC-EQ,NaN,LCC INFOTECH INR2
NSE:INOXLEISUR-EQ,NaN,INOX LEISURE LIMITED
NSE:INOXLEISUR,417.05,Inox Leisure Limited
NSE:FIRSTLEASE-BZ,NaN,FIRST LEASING CO OF INDIA
NSE:LGBBROSLTD,513.3,L.G. Balakrishnan & Bros Limited
NSE:SUVEN,114.9,Suven Life Sciences Limited
NSE:SONATSOFTW,937.4,Sonata Software Limited
NSE:SNOWMAN-EQ,NaN,SNOWMAN LOGISTICS INR10
NSE:RPGLIFE,651.45,RPG Life Sciences Limited
NSE:PREMIERPOL-EQ,NaN,PREMIER POLYFILM L INR5
NSE:NCOPPER,NaN,Nissan Copper Limited
NSE:PARACABLES-EQ,NaN,PARAMOUNT COMMUNIC INR2
NSE:MOTHERSUMI,242.95,Motherson Sumi Systems Limited
NSE:MCLEODRUSS,30.3,McLeod Russel India Limited
NSE:COUNCODOS,3.5,Country Condo'S Limited
NSE:COROMANDEL,870.2,Coromandel International Limited
NSE:ORCHIDPHAR-EQ,NaN,ORCHID PHARMA LTD INR10
NSE:RMMIL,NaN,Resurgere Mines & Minerals India Limited
NSE:RMMIL-EQ,NaN,RESURGERE MINES & MINERALS LIMI
NSE:PRAKASHCON-EQ,NaN,PRAKASH CONSTROWEL INR1
NSE:REFEX-EQ,NaN,REFEX INDUSTRIES L INR10
NSE:SAMINDUS-EQ,NaN,SAM Industries Limited
NSE:PRAKASH-EQ,NaN,PRAKASH INDUSTRIES LIMITED
NSE:MOIL,172.6,MOIL Limited
NSE:NILAINFRA-EQ,NaN,NILA INFRASTRUCTUR INR1
NSE:SYMPHONY,1084,Symphony Limited
NSE:MINDAIND-EQ,NaN,MINDA INDUSTRIES LIMITED
NSE:CAIRN-EQ,NaN,CAIRN INDIA LIMITED
NSE:NECLIFE,30.7,Nectar Lifesciences Limited
NSE:ORIENTLTD-EQ,NaN,ORIENT PRESS LTD INR10
NSE:LYCOS-EQ,NaN,LYCOS INTERNET LTD INR2
NSE:MCLEODRUSS-EQ,NaN,MCLEOD RUSSEL INDIA LIMITED
NSE:ENGINERSIN-EQ,NaN,ENGINEERS INDIA LIMITED
NSE:ORIENTREF-EQ,NaN,ORIENT REFRACTORIES LIMITED
NSE:PONNIERODE-EQ,NaN,PONNI SUGARS ERODE INR10.00
NSE:TIMBOR-BZ,NaN,TIMBOR HOME LIMITED
NSE:THERMAX-EQ,NaN,THERMAX LIMITED
NSE:PHOENIXLTD,985,The Phoenix Mills Limited
NSE:GRPLTD-EQ,NaN,GRP LTD INR10 (DEMAT)
NSE:INSECTICID-EQ,NaN,INSECTICIDES (INDIA) LIMITED
NSE:NESTLEIND-EQ,NaN,NESTLE INDIA LIMITED
NSE:TORNTPHARM-EQ,NaN,TORRENT PHARMACEUTICALS LIMITED
NSE:MAJESCO,92.1,MAJESCO LIMITED INR5
NSE:SKFINDIA-EQ,NaN,SKF INDIA LIMITED
NSE:POLYPLEX-EQ,NaN,POLYPLEX CORPORATION LIMITED
NSE:MANGTIMBER,18.1,Mangalam Timber Products Limited
NSE:TATAMETALI-EQ,NaN,TATA METALIKS LIMITED
NSE:TUBEINVEST,NaN,TI Financial Holdings Limited
NSE:SMPL-EQ,NaN,SPLENDID METAL PRO INR10
NSE:BANCOINDIA,197.1,Banco Products (India) Limited
NSE:UPL,748.55,UPL Limited
NSE:SALORAINTL,NaN,Salora International Limited
NSE:VRLLOG-EQ,NaN,VRL LOGISTICS LTD INR10
NSE:STEL-EQ,NaN,STEL HOLDINGS LIMITED
NSE:INDUSINDBK,1209.8,IndusInd Bank Limited
NSE:SIGNET-EQ,NaN,SIGNET INDUSTRIES INR1
NSE:MOLDTKPAC-EQ,NaN,MOLD-TEK PACKAGING INR5
NSE:MCDHOLDING-EQ,NaN,MCDOWELL HOLDINGS LIMITED
NSE:GREAVESCOT-EQ,NaN,GREAVES COTTON LIMITED
NSE:TNTELE-EQ,NaN,TAMILNADU TELECOMM INR10
NSE:UNIVCABLES-EQ,NaN,UNIVERSAL CABLES INR10
NSE:GRAVITA,208,Gravita India Limited
NSE:TECHIN-BE,NaN,TECHINDIA NIRMAN LIMITED
NSE:SHARDAMOTR-EQ,NaN,SHARDA MOTOR INDUS INR10
NSE:NITCO-EQ,NaN,NITCO LIMITED
NSE:UNITY-EQ,NaN,UNITY INFRAPROJECTS LIMITED
NSE:PNEUMATIC-EQ,NaN,PNEUMATIC HOLDINGS INR10
NSE:GRASIM-IL,NaN,GRASIM INDUSTRIES INR2
NSE:PROZONINTU-EQ,NaN,PROZONE INTU PROPE INR2
NSE:TATASTEEL-EQ,NaN,TATA STEEL LIMITED
NSE:SRGINFOTEC,NaN,PAN INDIA CORP INR10
NSE:INDOTECH-EQ,NaN,INDO TECH TRANSFORMERS LIMITED
NSE:CASTEXTECH,0.8,Castex Technologies Limited
NSE:SUPREMEIND-EQ,NaN,SUPREME INDUSTRIES INR2
NSE:SHREYAS-BE,NaN,SHREYAS-BE.NS
NSE:MBLINFRA-EQ,NaN,MBL INFRASTRUCTURES LIMITED
NSE:GRAVITA-EQ,NaN,GRAVITA INDIA LIMITED
NSE:DELTAMAGNT-EQ,NaN,DELTA MAGNETS LTD INR10
NSE:PUNJLLOYD,1.9,Punj Lloyd Limited
NSE:LLOYDFIN,NaN,LLOYDS FINANCE INR10
NSE:LML,NaN,LML Limited
NSE:PETRONET-EQ,NaN,PETRONET LNG LIMITED
NSE:PETRONET-IL,NaN,PETRONET LNG INR10
NSE:PETRONET,235.7,Petronet LNG Limited
NSE:SICAL,21.6,Sical Logistics Limited
NSE:PATINTLOG,22.9,Patel Integrated Logistics Limited
NSE:SHREYAS,392,Shreyas Shipping and Logistics Limited
NSE:LOVABLE,132.65,Lovable Lingerie Limited
NSE:LOKESHMACH,52.6,Lokesh Machines Limited
NSE:SNOWMAN,43.3,Snowman Logistics Limited
NSE:LOVABLE-EQ,NaN,LOVABLE LINGERIE LIMITED
NSE:VRLLOG,395.95,VRL Logistics Limited
NSE:SAKHTISUG,15.55,Sakthi Sugars Limited
NSE:PRIMESECU,121.85,Prime Securities Limited
NSE:INFOMEDIA,4.25,Infomedia Press Limited
NSE:TVSMOTOR,582.4,TVS Motor Company Limited
NSE:TTML,55.65,Tata Teleservices (Maharashtra) Limited
NSE:TRF,161.8,TRF Limited
NSE:TITAN,2655.9,Titan Company Limited
NSE:TIJARIA,7,Tijaria Polypipes Limited
NSE:TI,48,Tilaknagar Industries Ltd.
NSE:THERMAX,1421,Thermax Limited
NSE:TECPRO,NaN,Tecpro Systems Limited
NSE:TATAMTRDVR,266.5,Tata Motors Limited
NSE:TATACOMM,1501,Tata Communications Limited
NSE:TAKE,51.7,TAKE Solutions Limited
NSE:SURANASOL,24.45,Surana Solar Limited
NSE:LUMAXAUTO,NaN,Lumax Automotive Systems Limited
NSE:LUXIND,3790.05,Lux Industries Limited
NSE:LUMAXIND-EQ,NaN,LUMAX INDUSTRIES LIMITED
NSE:LUMAXTECH-EQ,NaN,LUMAX AUTO TECHNOLOGIES LIMITED
NSE:OPAL-SM,NaN,OPAL LUXURY TIME P INR10
NSE:LUXIND-EQ,NaN,LUX INDUSTRIES LTD INR2
NSE:LUMAXIND,1450,Lumax Industries Limited
NSE:LUPIN-IL,NaN,LUPIN LTD INR2
NSE:LYCOS,NaN,Lycos Internet Limited
NSE:MTNL,19.95,Mahanagar Telephone Nigam Limited
NSE:MASTEK,3269.7,Mastek Limited
NSE:MARKSANS,69.75,Marksans Pharma Limited
NSE:MALWACOTT,NaN,Malwa Cotton Spinning Mills Limited
NSE:MALUPAPER,37.05,Malu Paper Mills Limited
NSE:MHRIL-EQ,NaN,MAHINDRA HOLIDAYS & RESORTS IND
NSE:MARUTI-IL,NaN,MARUTI SUZUKI IND INR5
NSE:MALWACOTT-BE,NaN,MALWA COTTON SPG. MILLS L
NSE:MANAKINDST-BE,NaN,Manaksia Industries Ltd
NSE:MANAKINDST-EQ,NaN,MANAKSIA INDUSTRIE INR1
NSE:MANINDS,115.6,Man Industries (India) Limited
NSE:MARICO,583.5,Marico Limited
NSE:RMCL-EQ,NaN,RADHA MADHAV CORP INR10
NSE:M&MFIN,187.2,Mahindra & Mahindra Financial Services Limited
NSE:MANAKSTEEL,33.2,MANAKSIA STEELS LT INR1
NSE:MARALOVER-EQ,NaN,MARAL OVERSEAS LIMITED
NSE:SUPREMETEX-EQ,NaN,SUPREME TEX MART INR5
NSE:MANINFRA,112.6,Man Infraconstruction Limited
NSE:MBLINFRA,22.7,MBL Infrastructures Limited
NSE:MCDOWELL-N-EQ,NaN,UNITED SPIRITS INR10
NSE:MCDHOLDING,84.15,McDowell Holdings Limited
NSE:SAMBHAAV,3,Sambhaav Media Limited
NSE:RADAAN,1.5,Radaan Mediaworks India Limited
NSE:PRECOT,258.3,Precot Meridian Limited
NSE:MMNL,NaN,Mig Media Neurons Limited
NSE:SMPL,NaN,Splendid Metal Products Limited
NSE:MMNL-EQ,NaN,MIG MEDIA NEURONS INR10
NSE:POLYMED,961.7,Poly Medicure Limited
NSE:SAMBHAAV-BE,NaN,SAMBHAAV-BE.NS
NSE:MMNL-IT,NaN,MIG Media Neurons Limited
NSE:OMMETALS-EQ,NaN,OM METALS INFRAPROJECTS LIMITED
NSE:MEGASOFT-EQ,NaN,MEGASOFT LIMITED
NSE:MEP,26.8,MEP Infrastructure Developers Limited
NSE:SHILPAMED,625.5,Shilpa Medicare Limited
NSE:MEP-EQ,NaN,MEP INFRASTRUCTURE INR10
NSE:MELSTAR,3.65,Melstar Information Technologies Limited
NSE:MERCK-EQ,NaN,MERCK LIMITED
NSE:MEGH-EQ,NaN,MEGHMANI ORGANICS LIMITED
NSE:RATNAMANI,2214,Ratnamani Metals & Tubes Limited
NSE:INDRAMEDCO-EQ,NaN,INDRAPRASTHA MEDICAL CORPORATIO
NSE:INDRAMEDCO,80.1,Indraprastha Medical Corporation Limited
NSE:MANAKCOAT-BE,NaN,Man Coat Metal & Ind Ltd
NSE:INDBANK-EQ,NaN,INDBANK MERCHANT BANKING SERVIC
NSE:THEMISMED-BE,NaN,THEMIS MEDICARE LT INR10
NSE:MELSTAR-BE,NaN,MELSTAR INFORMATION TECH
NSE:POWERMECH-EQ,NaN,POWER MECH PROJECT INR10
NSE:MANAKCOAT-EQ,NaN,MANAKSIA COATED ME INR1
NSE:MFSL,1008.85,Max Financial Services Limited
NSE:MHRIL,245.9,Mahindra Holidays & Resorts India Limited
NSE:MIRZAINT,65.1,Mirza International Limited
NSE:20MICRONS,63.6,20 Microns Limited
NSE:MINDACORP,134.6,Minda Corporation Limited
NSE:NIRVIKARA-EQ,NaN,NIRVIKARA PAPER MI INR10
NSE:PDUMJEPULP,NaN,Pudumjee Pulp & Paper Mills Limited
NSE:SIRPAPER-BZ,NaN,SIRPUR PAPER MILLS LTD
NSE:SIRPAPER,NaN,Sirpur Paper Mills Ltd.
NSE:RAJOIL-BE,NaN,RAJ OIL MILLS LTD INR10
NSE:MIRZAINT-EQ,NaN,MIRZA INTERNATIONAL LIMITED
NSE:SARDAEN,828.8,Sarda Energy & Minerals Limited
NSE:PHOENIXLTD-EQ,NaN,PHOENIX MILLS INR2
NSE:SURYAJYOTI,NaN,Suryajyoti Spinning Mills Limited
NSE:8KMILES-EQ,NaN,8K MILES SOFTWARE INR5 (DEMAT)
NSE:PDUMJEPULP-EQ,NaN,PUDUMJEE PULP & PA INR2.00
NSE:RAJPALAYA,NaN,Rajapalayam Mills Ltd.
NSE:MMTC,48.3,MMTC Limited
NSE:SPICEMOBI,NaN,Spice Mobility Limited
NSE:MORARJEE,19.65,Morarjee Textiles Limited
NSE:MOHITIND,12.35,Mohit Industries Limited
NSE:MOTHERSUMI-EQ,NaN,MOTHERSON SUMI SYS INR1
NSE:MOHITIND-EQ,NaN,MOHIT INDUSTRIES INR10
NSE:MORARJEE-EQ,NaN,MORARJEE TEXTILES INR7
NSE:MOSERBAER-EQ,NaN,MOSER-BAER (I) LIMITED
NSE:M50-EQ,NaN,MOTILAL OSWAL FINA GROWTH UNITS
NSE:MOLDTKPAC,707,Mold-Tek Packaging Limited
NSE:MONSANTO,NaN,Monsanto India Limited
NSE:SHARDAMOTR,671.15,SHARDA MOTOR INDUS INR10
NSE:SANGHVIMOV,204.25,Sanghvi Movers Limited
NSE:SPICEMOBI-EQ,NaN,SPICE MOBILITY LTD INR3
NSE:RAIREKMOH-EQ,NaN,RAI SAHEB REKHCHAN INR10
NSE:MOTILALOFS-EQ,NaN,MOTILAL OSWAL FINA INR1
NSE:MOSERBAER,NaN,Moser Baer India Limited
NSE:SANGHVIMOV-EQ,NaN,SANGHVI MOVERS INR2.00
NSE:UFO-EQ,NaN,UFO MOVIEZ INDIA INR10
NSE:MONSANTO-EQ,NaN,MONSANTO INDIA LIMITED
NSE:MPHASIS,3373.95,MphasiS Limited
NSE:MPSLTD,681.8,MPS Limited
NSE:MPSLTD-EQ,NaN,MPS LTD INR10
NSE:MRF-EQ,NaN,MRF LIMITED
NSE:MRO-TEK,65.5,MRO-TEK Realty Limited
NSE:MRO-TEK-EQ,NaN,MRO-TEK REALTY LTD INR5
NSE:MSPL,9.95,MSP Steel & Power Limited
NSE:SHREERAMA,13.75,Shree Rama Multi-Tech Limited
NSE:SUNDARAM,2.05,Sundaram Multi Pap Limited
NSE:MUKANDLTD-P1,NaN,MUKAND 0.01 % CUM RED PRF INR10
NSE:3RDROCK-IT,NaN,3rd Rock Multimedia Ltd
NSE:3RDROCK,64.6,3rd Rock Multimedia Limited
NSE:MUKANDLTD,143,Mukand Limited
NSE:MUNJALSHOW,139.25,Munjal Showa Limited
NSE:3RDROCK-EQ,NaN,3RD ROCK MULTIMEDI INR10
NSE:MUKANDLTD-EQ,NaN,MUKAND LIMITED
NSE:MUTHOOTCAP-EQ,NaN,MUTHOOT CAPITAL SE INR10
NSE:SHREERAMA-EQ,NaN,SHREE RAMA MULTI INR5
NSE:MUTHOOTCAP,405.55,MUTHOOT CAPITAL SE INR10
NSE:MURLIIND-EQ,NaN,MURLI INDUSTRIES INR2
NSE:MUKANDENGG,26.25,Mukand Engineers Limited
NSE:MVL,NaN,MVL Limited
NSE:MVL-EQ,NaN,MVL LTD INR1
NSE:NAVKARCORP,43,Navkar Corporation Limited
NSE:NATCOPHARM,891.15,Natco Pharma Limited
NSE:NAKODA,NaN,Nakoda Limited
NSE:NAKODA-EQ,NaN,NAKODA LTD INR5
NSE:NSIL,1834,Nalwa Sons Investments Limited
NSE:PNC-EQ,NaN,PRITISH NANDY COMM INR10
NSE:TNPL-EQ,NaN,TAMIL NADU NEWSPRINT & PAPERS L
NSE:NAHARSPING,454.75,Nahar Spinning Mills Ltd
NSE:NAGREEKCAP,7.85,NAGREEKA CAPITAL & INR5
NSE:NDL-EQ,NaN,NANDAN DENIM LTD INR10
NSE:NATCOPHARM-EQ,NaN,NATCO PHARMA LTD INR2
NSE:NAGAROIL-EQ,NaN,NAGARJUNA OIL REFI INR1
NSE:PNB-IL,NaN,PUNJAB NATL BANK INR2
NSE:NAVKARCORP-EQ,NaN,NAVKAR CORPORATION INR10
NSE:PNB,43.55,Punjab National Bank
NSE:NAHARINDUS-EQ,NaN,NAHAR IND ENTERPRI INR10
NSE:PNB-EQ,NaN,PUNJAB NATL BANK INR2
NSE:NAGREEKCAP-EQ,NaN,NAGREEKA CAPITAL & INR5
NSE:NAGAROIL,NaN,Nagarjuna Oil Refinery Limited
NSE:NAHARINDUS,116.05,Nahar Industrial Enterprises Limited
NSE:TNPL,141.95,Tamil Nadu Newsprint and Papers Limited
NSE:NCOPPER-BE,NaN,NISSAN COPPER LTD INR10
NSE:NCC,83.6,NCC Limited
NSE:NCOPPER-BZ,NaN,NISSAN COPPER LIMITED
NSE:NCLIND-EQ,NaN,NCL INDUSTRIES LIMITED
NSE:NDTV,82.9,New Delhi Television Limited
NSE:NECLIFE-EQ,NaN,NECTAR LIFESCIENCES LIMITED
NSE:SUNTV,560.15,Sun TV Network Limited
NSE:NEYVELILIG,NaN,Neyveli Lignite Corporation Limited
NSE:NEOCORP-BE,NaN,NEOCORP-BE.NS
NSE:NESCO,673.25,Nesco Limited
NSE:NET4,NaN,Net 4 India Limited
NSE:RAJTV,36.05,Raj Television Network Limited
NSE:NETWORK18,86.75,Network18 Media & Investments Limited
NSE:NESTLEIND,19443.9,Nestlé India Limited
NSE:NEXTMEDIA,6,Next Mediaworks Limited
NSE:NELCAST-EQ,NaN,NELCAST LIMITED
NSE:TVTODAY,297,T.V. Today Network Limited
NSE:NESCO-EQ,NaN,NESCO LIMITED
NSE:DEN,54.15,DEN Networks Limited
NSE:TVTODAY-EQ,NaN,TV TODAY NETWORK LIMITED
NSE:NEPCMICON,NaN,NEPC India Limited
NSE:SMARTLINK,114.55,Smartlink Network Systems Limited
NSE:SETFNN50,467.76,SBI MUTUAL FUND SBI-ETF NIFTY N
NSE:NEXTMEDIA-EQ,NaN,NEXT MEDIAWORKS LT INR10
NSE:NEPCMICON-BE,NaN,NEPC INDIA LTD
NSE:RAJTV-EQ,NaN,RAJ TEL NETWORK INR5
NSE:NELCO-EQ,NaN,NELCO LIMITED
NSE:SETFNN50-EQ,NaN,SBI MUTUAL FUND SBI-ETF NIFTY N
NSE:SITICABLE,NaN,SITI Networks Limited
NSE:NGCT-BE,NaN,NORTHGATE COM TECH INR10
NSE:NGCT,NaN,Spacenet Enterprises India Limited
NSE:NGCT-EQ,NaN,NORTHGATE COM TECH INR10
NSE:NICCO-BE,NaN,NICCO CORPN INR2
NSE:SETFNIF50,188.14,SBI MUTUAL FUND SBI-ETF NIFTY 5
NSE:NILKAMAL-EQ,NaN,NILKAMAL LIMITED
NSE:NIITLTD-EQ,NaN,NIIT LIMITED
NSE:NITINSPIN,229.4,Nitin Spinners Ltd.
NSE:NICCO-EQ,NaN,NICCO CORPN INR2
NSE:NIITTECH,NaN,NIIT Technologies Limited
