Symbol,Company Name,Price,PrevDayClose,ChangeInPercentage,volumn
NSE:SWARAJENG,Swaraj Engines Limited,1753,1753.6,-0.03,17312
NSE:TVTODAY,TV Today Network Limited,300.4,289.2,3.87,160125
NSE:SHK,S H Kelkar and Company Limited,154.1,155.25,-0.74,187363
NSE:DBCORP,D.B.Corp Limited,96.95,96.45,0.52,117389
NSE:MAITHANALL,Maithan Alloys Limited,1156.85,1105,4.69,122845
NSE:FMGOETZE,Federal-Mogul Goetze (India) Limited.,279.3,279,0.11,71507
NSE:WABAG,VA Tech Wabag Limited,342.45,344.7,-0.65,111392
NSE:VSTTILLERS,V.S.T Tillers Tractors Limited,3155.95,3239.45,-2.58,37426
NSE:INOXWIND,Inox Wind Limited,129.6,129.1,0.39,1116963
NSE:DALMIASUG,Dalmia Bharat Sugar and Industries Limited,457.5,454.15,0.74,130999
NSE:JAICORPLTD,Jai Corp Limited,138.5,138.6,-0.07,1500930
NSE:SARDAEN,Sarda Energy & Minerals Limited,866.4,770.25,12.48,213764
NSE:TIDEWATER,Tide Water Oil Company (India) Limited,1786.2,1799,-0.71,18329
NSE:LUMAXIND,Lumax Industries Limited,1435,1455.45,-1.41,5556
NSE:SOUTHBANK,The South Indian Bank Limited,10.8,10.45,3.35,28422314
NSE:CHEMCON,Chemcon Speciality Chemicals Limited,437.8,437.2,0.14,118212
NSE:STOVEKRAFT,Stove Kraft Limited,1099.15,1095.45,0.34,124178
NSE:CHENNPETRO,Chennai Petroleum Corporation Limited,137.4,134,2.54,988310
NSE:GABRIEL,Gabriel India Limited,153.3,156.25,-1.89,456706
NSE:ORISSAMINE,The Orissa Minerals Development Company Limited,2859.85,2856.35,0.12,20083
NSE:TEJASNET,Tejas Networks Limited,533.1,513.55,3.81,758095
NSE:FILATEX,Filatex India Limited,117.65,115.55,1.82,1199910
NSE:JKIL,J.Kumar Infraprojects Limited,176.25,176.25,0,183617
NSE:BOMDYEING,Bombay Dyeing & Mfg Company Limited,106.5,102.9,3.5,7048888
NSE:MOREPENLAB,Morepen Laboratories Limited,53.6,54.7,-2.01,1538846
NSE:HMT,HMT Limited,30.75,31.5,-2.38,7934
NSE:HIMATSEIDE,Himatsingka Seide Limited,272.95,269.05,1.45,77590
NSE:IIFLSEC,IIFL Securities Limited,115.15,114.45,0.61,391751
NSE:KIRIINDUS,Kiri Industries Limited,526.4,533.8,-1.39,93263
NSE:NUCLEUS,Nucleus Software Exports Limited,590.3,593.7,-0.57,68391
NSE:KSL,Kalyani Steels Limited,404.3,398.35,1.49,84202
NSE:DIAMONDYD,Prataap Snacks Limited,741.75,711.25,4.29,35965
NSE:SOTL,Savita Oil Technologies Limited,1478.4,1494.95,-1.11,29984
NSE:ARVINDFASN,Arvind Fashions Limited,336.4,334.25,0.64,291902
NSE:CAPACITE,Capacit'e Infraprojects Limited,182.85,186.25,-1.83,246919
NSE:TIMETECHNO,Time Technoplast Limited,74.5,75.95,-1.91,488219
NSE:HERITGFOOD,Heritage Foods Limited,474.25,473.45,0.17,175058
NSE:RSYSTEMS,R Systems International Limited,219.8,220.3,-0.23,83900
NSE:TVSSRICHAK,TVS Srichakra Limited,2497,2546.25,-1.93,8202
NSE:SAFARI,Safari Industries (India) Limited,851.8,849.55,0.26,13630
NSE:ASHIANA,Ashiana Housing Limited,188.65,189.65,-0.53,61493
NSE:GTPL,GTPL Hathway Limited,283.95,292.7,-2.99,184402
NSE:ITDCEM,ITD Cementation India Limited,94.55,92.25,2.49,2408261
NSE:SASKEN,Sasken Technologies Limited,1406.45,1379.5,1.95,44653
NSE:DOLLAR,Dollar Industries Limited,447.4,453.75,-1.4,153966
NSE:APOLLOPIPE,Apollo Pipes Limited,1961.95,1949.05,0.66,84669
NSE:INDIAGLYCO,India Glycols Limited,926,931.8,-0.62,83425
NSE:GANECOS,Ganesha Ecosphere Limited,499.55,482.55,3.52,99736
NSE:HINDOILEXP,Hindustan Oil Exploration Company Limited,193.45,196.55,-1.58,570077
NSE:ACCELYA,Accelya Solutions India Limited,1405.15,1405.25,-0.01,28287
NSE:PRAKASH,Prakash Industries Limited,75.75,75.75,0,1119927
NSE:IGPL,IG Petrochemicals Limited,863.55,875.95,-1.42,52403
NSE:PCJEWELLER,PC Jeweller Limited,29.8,29.4,1.36,4593875
NSE:JMCPROJECT,JMC Projects (India) Limited,115.05,113.7,1.19,397751
NSE:RTNPOWER,RattanIndia Power Limited,4.45,4.4,1.14,20894639
NSE:GATI,GATI Limited,146.85,146.65,0.14,376568
NSE:OMAXE,Omaxe Limited,80.8,81.05,-0.31,210391
NSE:GENUSPOWER,Genus Power Infrastructures Limited,90.85,83.4,8.93,3571535
NSE:SANDHAR,Sandhar Technologies Limited,298.9,299.35,-0.15,50007
NSE:PSB,Punjab & Sind Bank,19.1,18.55,2.96,1924923
NSE:JSWISPL,JSW Ispat Special Products Limited,34.25,32.65,4.9,2743090
NSE:NBVENTURES,Nava Bharat Ventures Limited,127.6,124,2.9,484486
NSE:CONFIPET,Confidence Petroleum India Limited,89.85,88.5,1.53,878225
NSE:IMFA,Indian Metals & Ferro Alloys Limited,799.8,761.75,5,35000
NSE:RPOWER,Reliance Power Limited,16.95,16.15,4.95,17389292
NSE:HCC,Hindustan Construction Company Limited,11.55,10.65,8.45,17185039
NSE:DHAMPURSUG,Dhampur Sugar Mills Limited,332.85,325.6,2.23,754395
NSE:CARERATING,CARE Ratings Limited,701.1,680.1,3.09,302762
NSE:3IINFOTECH,3i Infotech Limited,84.5,8.45,900,0
NSE:KIRLOSIND,Kirloskar Industries Limited,1623.5,1619.9,0.22,4172
NSE:GEOJITFSL,Geojit Financial Services Limited,86.2,86.55,-0.4,442104
NSE:QUICKHEAL,Quick Heal Technologies Limited,233.95,235.6,-0.7,158252
NSE:MMFL,MM Forgings Limited,927.65,885.35,4.78,43997
NSE:FCONSUMER,Future Consumer Limited,7.65,7.65,0,6156085
NSE:MTNL,Mahanagar Telephone Nigam Limited,19.8,19.85,-0.25,1740674
NSE:CENTRUM,Centrum Capital Limited,43.75,43.75,0,791550
NSE:MUKANDLTD,Mukand Limited,141.15,141.95,-0.56,37616
NSE:SHARDAMOTR,Sharda Motor Industries Limited,658,691.35,-4.82,26180
NSE:PFS,PTC India Financial Services Limited,21.35,21.4,-0.23,4327393
NSE:DIGISPICE,DiGiSPICE Technologies Limited,46.5,45.4,2.42,91532
NSE:SUNDARMHLD,Sundaram Finance Holdings Limited,81.05,78.7,2.99,703896
NSE:GIPCL,Gujarat Industries Power Company Limited,99.05,96.25,2.91,1176461
NSE:DPSCLTD,DPSC Limited,16.85,16.4,2.74,80080
NSE:IFGLEXPOR,IFGL Refractories Limited,322,319.15,0.89,28957
NSE:SUNFLAG,Sunflag Iron And Steel Company Limited,88,83.6,5.26,1342413
NSE:COSMOFILMS,Cosmo Films Limited,1631.7,1638.35,-0.41,100543
NSE:ASTRAMICRO,Astra Microwave Products Limited,205.6,206.6,-0.48,464745
NSE:NXTDIGITAL,NXTDIGITAL LIMITED,495.95,506.95,-2.17,4433
NSE:SEAMECLTD,Seamec Limited,1247,1214.2,2.7,16599
NSE:VOLTAMP,Voltamp Transformers Limited,1484.95,1478.15,0.46,5243
NSE:LUMAXTECH,Lumax Auto Technologies Limited,142.05,144.6,-1.76,116373
NSE:BODALCHEM,Bodal Chemicals Limited,141.45,141.65,-0.14,840662
NSE:PANACEABIO,Panacea Biotec Limited,266.55,270.7,-1.53,118680
NSE:MOLDTKPAC,Mold-Tek Packaging Limited,710.25,730.05,-2.71,90008
NSE:SSWL,Steel Strips Wheels Limited,1850,1823.05,1.48,19942
NSE:WHEELS,Wheels India Limited,776,791.05,-1.9,17565
NSE:SHALBY,Shalby Limited,167.1,168.85,-1.04,112499
NSE:WONDERLA,Wonderla Holidays Limited,242.65,246.35,-1.5,83761
NSE:JETAIRWAYS,Jet Airways (India) Limited,99.15,99.55,-0.4,68706
NSE:ELECTCAST,Electrosteel Castings Limited,36.9,36.55,0.96,290403
NSE:GOCLCORP,GOCL Corporation Limited,354.4,365.85,-3.13,131395
NSE:KCP,KCP Limited,140.35,142.55,-1.54,184679
NSE:PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,1540,1531.8,0.54,64058
NSE:SADBHAV,Sadbhav Engineering Limited,54.5,54.95,-0.82,1592937
NSE:KKCL,Kewal Kiran Clothing Limited,1040,1024.05,1.56,113375
NSE:SANGHIIND,Sanghi Industries Limited,68.85,68.8,0.07,493796
NSE:YAARII,Yaarii Digital Integrated Services Limited,104.35,99.4,4.98,341133
NSE:VIDHIING,Vidhi Specialty Food Ingredients Limited,368,368,0,76808
NSE:EXCELINDUS,Excel Industries Limited,1081,1066.85,1.33,11277
NSE:NRBBEARING,NRB Bearing Limited,145.2,145.55,-0.24,131899
NSE:SMSPHARMA,SMS Pharmaceuticals Limited,148.1,148.75,-0.44,98433
NSE:OPTIEMUS,Optiemus Infracom Limited,386.85,368.45,4.99,285477
NSE:DREDGECORP,Dredging Corporation of India Limited,382.65,377.95,1.24,142459
NSE:BFINVEST,BF Investment Limited,375.55,376.35,-0.21,195372
NSE:MANINFRA,Man Infraconstruction Limited,113.9,110.05,3.5,1758340
NSE:GALLISPAT,Gallantt Ispat Limited,53.7,53.05,1.23,37390
NSE:SESHAPAPER,Seshasayee Paper and Boards Limited,184,185.75,-0.94,44103
NSE:MANALIPETC,Manali Petrochemicals Limited,123.8,125.75,-1.55,381604
NSE:BLISSGVS,Bliss GVS Pharma Limited,110.75,111.4,-0.58,150456
NSE:TNPL,Tamil Nadu Newsprint & Papers Limited,139.9,141.25,-0.96,231564
NSE:USHAMART,Usha Martin Limited,92.45,90.1,2.61,493008
NSE:INDORAMA,Indo Rama Synthetics (India) Limited,51.55,52.15,-1.15,55798
NSE:BANCOINDIA,Banco Products (I) Limited,194.5,195.5,-0.51,124483
NSE:KESORAMIND,Kesoram Industries Limited,69.5,70.85,-1.91,458545
NSE:GTLINFRA,GTL Infrastructure Limited,1.7,1.7,0,17625147
NSE:HSIL,HSIL Limited,234.5,226.85,3.37,573938
NSE:BUTTERFLY,Butterfly Gandhimathi Appliances Limited,1005,993.85,1.12,16226
NSE:FLFL,Future Lifestyle Fashions Limited,63.2,64.05,-1.33,98036
NSE:INSECTICID,Insecticides (India) Limited,704.6,706.8,-0.31,9813
NSE:SHANTIGEAR,Shanthi Gears Limited,164,163.9,0.06,111030
NSE:FAIRCHEMOR,Fairchem Organics Limited,1969,2006.8,-1.88,13022
NSE:ESTER,Ester Industries Limited,151.9,148.3,2.43,446371
NSE:VINDHYATEL,Vindhya Telelinks Limited,1190,1191.25,-0.1,12656
NSE:HONDAPOWER,Honda India Power Products Limited,1404.25,1398.35,0.42,18208
NSE:JINDWORLD,Jindal Worldwide Limited,118,113.15,4.29,585030
NSE:TIIL,Technocraft Industries (India) Limited,881,903.85,-2.53,11455
NSE:LGBBROSLTD,LG Balakrishnan & Bros Limited,517,494.3,4.59,298977
NSE:SHAKTIPUMP,Shakti Pumps (India) Limited,803.15,800.5,0.33,392007
NSE:BLS,BLS International Services Limited,237.5,239.95,-1.02,79349
NSE:SHANKARA,Shankara Building Products Limited,589.5,598.25,-1.46,64303
NSE:PRABHAT,Prabhat Dairy Limited,NaN,NaN,NaN,NaN
NSE:APCOTEXIND,Apcotex Industries Limited,416.6,419.3,-0.64,186186
NSE:BFUTILITIE,BF Utilities Limited,464,467.9,-0.83,141478
NSE:HBLPOWER,HBL Power Systems Limited,57.6,54.7,5.3,4901309
NSE:RELINFRA,Reliance Infrastructure Limited,98.4,98.55,-0.15,841861
NSE:ONMOBILE,OnMobile Global Limited,122.55,118.15,3.72,1035545
NSE:OCCL,Oriental Carbon & Chemicals Limited,1078,1077.95,0,7372
NSE:GLOBUSSPR,Globus Spirits Limited,1382.1,1454.8,-5,163636
NSE:JISLJALEQS,Jain Irrigation Systems Limited,50,51.25,-2.44,4582821
NSE:ASHAPURMIN,Ashapura Minechem Limited,120,124.15,-3.34,100686
NSE:SUVEN,Suven Life Sciences Limited,114.2,117.3,-2.64,595980
NSE:RPSGVENT,RPSG VENTURES LIMITED,950.15,991.55,-4.18,61856
NSE:TEXINFRA,Texmaco Infrastructure & Holdings Limited,58.45,59.3,-1.43,25108
NSE:GUFICBIO,Gufic Biosciences Limited,194.3,194.3,0,352663
NSE:PARAGMILK,Parag Milk Foods Limited,137,141.4,-3.11,609624
NSE:CIGNITITEC,Cigniti Technologies Limited,608.35,615,-1.08,97009
NSE:SHREDIGCEM,Shree Digvijay Cement Co.Ltd,85.75,86.25,-0.58,566278
NSE:EKC,Everest Kanto Cylinder Limited,123.9,122.8,0.9,163822
NSE:PANAMAPET,Panama Petrochem Limited,270.35,274.55,-1.53,136680
NSE:TIRUMALCHM,Thirumalai Chemicals Limited,277.25,289.65,-4.28,663846
NSE:SIYSIL,Siyaram Silk Mills Limited,438.7,419.95,4.46,271112
NSE:ANDHRAPAP,ANDHRA PAPER LIMITED,238.4,241.15,-1.14,27440
NSE:PNBGILTS,PNB Gilts Limited,70.05,68.45,2.34,662659
NSE:ARSHIYA,Arshiya Limited,34.7,38.25,-9.28,581660
NSE:SIRCA,Sirca Paints India Limited,419,417.85,0.28,24966
NSE:POWERMECH,Power Mech Projects Limited,1072.25,1038.05,3.29,61920
NSE:CLNINDIA,Clariant Chemicals (India) Limited,604.65,602.25,0.4,37117
NSE:IGARASHI,Igarashi Motors India Limited,578.35,580.75,-0.41,172097
NSE:TARC,Anant Raj Global Limited,44.9,43.95,2.16,871696
NSE:MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,74.9,74.15,1.01,254074
NSE:PRICOLLTD,Pricol Limited,107.9,109.2,-1.19,1537953
NSE:IMPAL,India Motor Parts and Accessories Limited,795.65,788.25,0.94,2204
NSE:RANEHOLDIN,Rane Holdings Limited,598.2,597.5,0.12,34697
NSE:SHAREINDIA,Share India Securities Limited,777,781.05,-0.52,52634
NSE:MPSLTD,MPS Limited,683.45,691.6,-1.18,13751
NSE:INDNIPPON,India Nippon Electricals Limited,412.1,404.5,1.88,45936
NSE:INDIANHUME,Indian Hume Pipe Company Limited,204,203,0.49,28463
NSE:MAXVIL,Max Ventures and Industries Limited,140.85,135.75,3.76,354798
NSE:ACRYSIL,Acrysil Limited,754.6,743.95,1.43,159116
NSE:POKARNA,Pokarna Limited,556.2,535.95,3.78,82326
NSE:SATIA,Satia Industries Limited,96.5,95.05,1.53,205900
NSE:RADIOCITY,Music Broadcast Limited,25.2,25.25,-0.2,361753
NSE:MARINE,Marine Electricals (India) Limited,34.9,34.75,0.43,564577
NSE:SRIPIPES,Srikalahasthi Pipes Limited,212.4,209.95,1.17,46402
NSE:THANGAMAYL,Thangamayil Jewellery Limited,1384,1356.3,2.04,29879
NSE:GFLLIMITED,GFL Limited,82.35,81.75,0.73,122758
NSE:RAJRATAN,Rajratan Global Wire Limited,2307,2277.1,1.31,4578
NSE:PGEL,PG Electroplast Limited,533.2,545.75,-2.3,57326
NSE:ANDHRSUGAR,The Andhra Sugars Limited,687.3,667.85,2.91,123247
NSE:VISAKAIND,Visaka Industries Limited,679.1,670.2,1.33,21727
NSE:SMCGLOBAL,SMC Global Securities Limited,78.4,78.65,-0.32,129169
NSE:NCLIND,NCL Industries Limited,244.8,250.85,-2.41,271476
NSE:GMBREW,GM Breweries Limited,810.95,838.85,-3.33,120909
NSE:ASALCBR,Associated Alcohols & Breweries Ltd.,603,595.05,1.34,94985
NSE:APTECHT,Aptech Limited,304.3,305.6,-0.43,160194
NSE:GOLDIAM,Goldiam International Limited,976.15,958.65,1.83,113307
NSE:EMAMIPAP,Emami Paper Mills Limited,164.85,166.9,-1.23,82138
NSE:MANGLMCEM,Mangalam Cement Limited,454.85,445.55,2.09,92905
NSE:KARDA,Karda Constructions Limited,21.5,22.6,-4.87,8223749
NSE:NACLIND,NACL Industries Limited,79,78.05,1.22,78327
NSE:SNOWMAN,Snowman Logistics Limited,43.85,42.9,2.21,984967
NSE:FIEMIND,Fiem Industries Limited,1279,1266.4,0.99,222358
NSE:GNA,GNA Axles Limited,1076,1076.8,-0.07,53524
NSE:FOSECOIND,Foseco India Limited,1477.05,1486.6,-0.64,1883
NSE:FCL,Fineotex Chemical Limited,122.8,124.45,-1.33,340174
NSE:XCHANGING,Xchanging Solutions Limited,113.95,115.95,-1.72,481043
NSE:TEXRAIL,Texmaco Rail & Engineering Limited,36.9,35.8,3.07,1312398
NSE:EIHAHOTELS,EIH Associated Hotels Limited,421.6,425.05,-0.81,30976
NSE:ELECON,Elecon Engineering Company Limited,166,166.15,-0.09,494131
NSE:KINGFA,Kingfa Science & Technology (India) Limited,1040.65,1084.7,-4.06,12636
NSE:AARTISURF,Aarti Surfactants Limited,1446.4,1456.9,-0.72,17083
NSE:RTNINFRA,RattanIndia Infrastructure Limited,NaN,NaN,NaN,NaN
NSE:STERTOOLS,Sterling Tools Limited,203.95,205.6,-0.8,30026
NSE:BAJAJHIND,Bajaj Hindusthan Sugar Limited,14.6,14.7,-0.68,15690336
NSE:TTKHLTCARE,TTK Healthcare Limited,672.9,682.75,-1.44,5230
NSE:KELLTONTEC,Kellton Tech Solutions Limited,52.3,51.6,1.36,536599
NSE:ENIL,Entertainment Network (India) Limited,187.7,186.4,0.7,35344
NSE:SADBHIN,Sadbhav Infrastructure Project Limited,17.7,16.9,4.73,1161806
NSE:BHAGERIA,Bhageria Industries Limited,293.85,293.5,0.12,46876
NSE:KICL,Kalyani Investment Company Limited,2114.6,2135.9,-1,1088
NSE:AVTNPL,AVT Natural Products Limited,92.05,89.85,2.45,183329
NSE:TAJGVK,Taj GVK Hotels & Resorts Limited,155.6,147.8,5.28,1745520
NSE:AWHCL,Antony Waste Handling Cell Limited,347.6,385.65,-9.87,1821021
NSE:DCW,DCW Limited,53,52.8,0.38,1153107
NSE:DATAMATICS,Datamatics Global Services Limited,348.35,358.85,-2.93,187030
NSE:JAYNECOIND,Jayaswal Neco Industries Limited,26.15,25.9,0.97,620071
NSE:TAKE,Take Solutions Limited,51.15,51.65,-0.97,754756
NSE:KITEX,Kitex Garments Limited,165.2,166.35,-0.69,100845
NSE:SMLISUZU,SML Isuzu Limited,734.9,612.45,19.99,770777
NSE:APEX,Apex Frozen Foods Limited,304.1,304.7,-0.2,77018
NSE:VADILALIND,Vadilal Industries Limited,1141.05,1072.35,6.41,51425
NSE:SUTLEJTEX,Sutlej Textiles and Industries Limited,68.65,68.2,0.66,146606
NSE:RPGLIFE,RPG Life Sciences Limited,663.1,669.6,-0.97,61731
NSE:5PAISA,5Paisa Capital Limited,529,514.2,2.88,89150
NSE:SPENCERS,Spencer's Retail Limited,131.95,125.55,5.1,1215770
NSE:BBL,Bharat Bijlee Limited,1373,1361.9,0.82,21182
NSE:WENDT,Wendt (India) Limited,4458.9,4427.2,0.72,619
NSE:LIKHITHA,Likhitha Infrastructure Limited,375.05,378.6,-0.94,42762
NSE:CEREBRAINT,Cerebra Integrated Technologies Limited,54,54.6,-1.1,180099
NSE:GICHSGFIN,GIC Housing Finance Limited,162.5,159,2.2,478571
NSE:SKIPPER,Skipper Limited,80.4,81.55,-1.41,515550
NSE:GRAVITA,Gravita India Limited,208.45,206.4,0.99,428943
NSE:RBL,Rane Brake Lining Limited,887.95,880.9,0.8,41054
NSE:CANTABIL,Cantabil Retail India Limited,600.1,605.4,-0.88,7896
NSE:ZENTEC,Zen Technologies Limited,237.85,226.55,4.99,2836251
NSE:TIPSINDLTD,TIPS Industries Limited,1415.25,1389.15,1.88,7299
NSE:MUTHOOTCAP,Muthoot Capital Services Limited,407,406.95,0.01,23520
NSE:NURECA,Nureca Limited,1901.05,1884.7,0.87,12163
NSE:DYNAMATECH,Dynamatic Technologies Limited,2835,2780.1,1.97,5324
NSE:PLASTIBLEN,Plastiblends India Limited,259.7,270.65,-4.05,80611
NSE:SPIC,Southern Petrochemicals Industries Corporation Limited,51.5,51.75,-0.48,467103
NSE:UNIENTER,Uniphos Enterprises Limited,128,127.45,0.43,6934
NSE:DYNPRO,Dynemic Products Limited,671,694.25,-3.35,142091
NSE:ALICON,Alicon Castalloy Limited,797.45,770.8,3.46,88940
NSE:KUANTUM,Kuantum Papers Limited,79,79.35,-0.44,142412
NSE:DBREALTY,D B Realty Limited,41.3,39.35,4.96,795215
NSE:SUMMITSEC,Summit Securities Limited,763,766.15,-0.41,2493
NSE:ANUP,The Anup Engineering Limited,963.6,976.45,-1.32,8881
NSE:DECCANCE,Deccan Cements Limited,777.5,769.45,1.05,46222
NSE:DWARKESH,Dwarikesh Sugar Industries Limited,77.25,75.45,2.39,2838133
NSE:BALAJITELE,Balaji Telefilms Limited,66.1,66.05,0.08,246256
NSE:HARITASEAT,Harita Seating Systems Limited,NaN,NaN,NaN,NaN
NSE:NATHBIOGEN,Nath Bio-Genes (India) Limited,323.1,324.1,-0.31,27235
NSE:KABRAEXTRU,Kabra Extrusion Technik Limited,245.45,249.35,-1.56,85094
NSE:VSSL,Vardhman Special Steels Limited,267.95,263.15,1.82,228157
NSE:VHL,Vardhman Holdings Limited,3171,3183.45,-0.39,324
NSE:NELCAST,Nelcast Limited,90,88.75,1.41,161933
NSE:MUNJALSHOW,Munjal Showa Limited,140.15,137.65,1.78,49844
NSE:RGL,Renaissance Global Limited,902.7,905.25,-0.28,35651
NSE:CENTENKA,Century Enka Limited,459.95,459.2,0.16,30335
NSE:KOKUYOCMLN,Kokuyo Camlin Limited,68.45,68.2,0.37,104844
NSE:RIIL,Reliance Industrial Infrastructure Limited,740.55,736.5,0.55,149578
NSE:MIRZAINT,Mirza International Limited,64.3,64.2,0.16,641457
NSE:PATELENG,Patel Engineering Limited,27.2,27.75,-1.98,1866038
NSE:NSIL,Nalwa Sons Investments Limited,1855.95,1805.05,2.82,987
NSE:EXPLEOSOL,Expleo Solutions Limited,1080.05,1097.25,-1.57,11034
NSE:MUNJALAU,Munjal Auto Industries Limited,60.7,60.5,0.33,114615
NSE:RAMKY,Ramky Infrastructure Limited,157,158.9,-1.2,44936
NSE:APCL,Anjani Portland Cement Limited,400.45,398.6,0.46,25626
NSE:UNIDT,United Drilling Tools Limited,417.5,386.65,7.98,257698
NSE:TWL,Titagarh Wagons Limited,98.5,101.1,-2.57,787567
NSE:GAYAPROJ,Gayatri Projects Limited,48.5,49.3,-1.62,1218778
NSE:EBIXFOREX,EBIXCASH WORLD MONEY INDIA LIMITED,NaN,NaN,NaN,NaN
NSE:SHALPAINTS,Shalimar Paints Limited,96.5,97.05,-0.57,105763
NSE:BALAXI,BALAXI PHARMACEUTICALS LIMITED,582.05,595.3,-2.23,2324
NSE:ORIENTPPR,Orient Paper & Industries Limited,34.4,33.75,1.93,2860240
NSE:ARMANFIN,Arman Financial Services Limited,1011,1024.5,-1.32,24858
NSE:RML,Rane (Madras) Limited,408.65,411.35,-0.66,21209
NSE:AMBIKCO,Ambika Cotton Mills Limited,1993.2,1980,0.67,17319
NSE:SALASAR,Salasar Techno Engineering Limited,277.05,260.65,6.29,101833
NSE:TFCILTD,Tourism Finance Corporation of India Limited,72.8,73.1,-0.41,200663
NSE:JAYBARMARU,Jay Bharat Maruti Limited,210.35,221.2,-4.91,109189
NSE:INDRAMEDCO,Indraprastha Medical Corporation Limited,79.4,80.05,-0.81,183061
NSE:DHFL,Dewan Housing Finance Corporation Limited,NaN,NaN,NaN,NaN
NSE:SANDESH,The Sandesh Limited,790.2,787.9,0.29,871
NSE:CENTUM,Centum Electronics Limited,556.35,541.5,2.74,38141
NSE:SUULD,Suumaya Industries Limited,283.7,315.2,-9.99,168881
NSE:HTMEDIA,HT Media Limited,26,26.2,-0.76,378138
NSE:ALLSEC,Allsec Technologies Limited,485.3,466.55,4.02,93409
NSE:NBIFIN,N. B. I. Industrial Finance Company Limited,2645,2647.85,-0.11,167
NSE:RICOAUTO,Rico Auto Industries Limited,47.1,47.45,-0.74,384085
NSE:STEELXIND,STEEL EXCHANGE INDIA LIMITED,79.6,78.05,1.99,807801
NSE:THEINVEST,The Investment Trust Of India Limited,117.3,117.3,0,22981
NSE:RCOM,Reliance Communications Limited,3.1,3.15,-1.59,14845485
NSE:MONTECARLO,Monte Carlo Fashions Limited,392.6,392.05,0.14,43900
NSE:NAVKARCORP,Navkar Corporation Limited,43.05,42.7,0.82,313201
NSE:BINDALAGRO,Oswal Chemicals & Fertilizers Limited,23.5,24.15,-2.69,253220
NSE:TDPOWERSYS,TD Power Systems Limited,374.7,340.65,10,181989
NSE:MANINDS,Man Industries (India) Limited,114.6,113,1.42,227502
NSE:KOPRAN,Kopran Limited,213.8,214.5,-0.33,266867
NSE:NITINSPIN,Nitin Spinners Limited,229.4,218.5,4.99,162610
NSE:LINCOLN,Lincoln Pharmaceuticals Limited,377.75,380.3,-0.67,95926
NSE:EVERESTIND,Everest Industries Limited,452.9,443.65,2.08,152134
NSE:PRECWIRE,Precision Wires India Limited,260.65,254.7,2.34,98359
NSE:SATIN,Satin Creditcare Network Limited,77.55,77.4,0.19,129791
NSE:STCINDIA,The State Trading Corporation of India Limited,113.25,109.7,3.24,255107
NSE:ASIANTILES,Asian Granito India Limited,151.35,149.95,0.93,363833
NSE:VISHWARAJ,Vishwaraj Sugar Industries Limited,186,158.9,17.05,1069843
NSE:HMVL,Hindustan Media Ventures Limited,78.85,78.1,0.96,169515
NSE:RSWM,RSWM Limited,352.45,354,-0.44,183375
NSE:TNPETRO,Tamilnadu PetroProducts Limited,130.2,132,-1.36,336722
NSE:UNIVCABLES,Universal Cables Limited,177.05,175.65,0.8,18504
NSE:SANGHVIMOV,Sanghvi Movers Limited,197.7,203.5,-2.85,74666
NSE:SORILINFRA,SORIL Infra Resources Limited,126.6,117.25,7.97,367151
NSE:HITECH,Hi-Tech Pipes Limited,609.35,574.15,6.13,45633
NSE:GULPOLY,Gulshan Polyols Limited,317.6,315.05,0.81,127065
NSE:UNITECH,Unitech Limited,1.8,1.85,-2.7,3828285
NSE:NELCO,NELCO Limited,925.7,881.65,5,135732
NSE:V2RETAIL,V2 Retail Limited,192.9,193.05,-0.08,256934
NSE:INDSWFTLAB,Ind-Swift Laboratories Limited,63,63.1,-0.16,75459
NSE:REPRO,Repro India Limited,606.25,561,8.07,169513
NSE:SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,239.4,238.8,0.25,45402
NSE:BCG,Brightcom Group Limited,81.4,77.55,4.96,12669001
NSE:AJMERA,Ajmera Realty & Infra India Limited,354.55,350.75,1.08,4652
NSE:NECLIFE,Nectar Lifesciences Limited,30.6,30.4,0.66,294359
NSE:BLKASHYAP,B. L. Kashyap and Sons Limited,29.55,29.7,-0.51,421261
NSE:RUSHIL,Rushil Decor Limited,253,253.45,-0.18,23163
NSE:TBZ,Tribhovandas Bhimji Zaveri Limited,92.9,87.8,5.81,1349332
NSE:THEJO,Thejo Engineering Limited,NaN,NaN,NaN,NaN
NSE:HEXATRADEX,Hexa Tradex Limited,170,170.8,-0.47,2879
NSE:JAYAGROGN,Jayant Agro Organics Limited,250.45,254.65,-1.65,33142
NSE:ADORWELD,Ador Welding Limited,718,713.1,0.69,81800
NSE:PILITA,PIL ITALICA LIFESTYLE LIMITED,7.3,7.4,-1.35,748496
NSE:MADRASFERT,Madras Fertilizers Limited,31.05,30.9,0.49,125063
NSE:ORIENTHOT,Oriental Hotels Limited,41.35,39,6.03,1134822
NSE:TCPLPACK,TCPL Packaging Limited,545,547.1,-0.38,18551
NSE:SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,350.55,354.7,-1.17,52988
NSE:JAIBALAJI,Jai Balaji Industries Limited,55.2,55,0.36,55572
NSE:NRAIL,N R Agarwal Industries Limited,322.6,334.5,-3.56,45080
