,Symbol,Company Name,Price,PrevDayClose,ChangeInPercentage,volumn
638,NSE:CHEMCON,Chemcon Speciality Chemicals Limited,437.8,437.2,0.14,118212.0
639,NSE:STOVEKRAFT,Stove Kraft Limited,1099.15,1095.45,0.34,124178.0
640,NSE:CHENNPETRO,Chennai Petroleum Corporation Limited,137.4,134.0,2.54,988310.0
641,NSE:GABRIEL,Gabriel India Limited,153.3,156.25,-1.89,456706.0
642,NSE:ORISSAMINE,The Orissa Minerals Development Company Limited,2859.85,2856.35,0.12,20083.0
643,NSE:TEJASNET,Tejas Networks Limited,533.1,513.55,3.81,758095.0
644,NSE:FILATEX,Filatex India Limited,117.65,115.55,1.82,1199910.0
645,NSE:JKIL,J.Kumar Infraprojects Limited,176.25,176.25,0.0,183617.0
646,NSE:BOMDYEING,Bombay Dyeing & Mfg Company Limited,106.5,102.9,3.5,7048888.0
647,NSE:MOREPENLAB,Morepen Laboratories Limited,53.6,54.7,-2.01,1538846.0
648,NSE:HMT,HMT Limited,30.75,31.5,-2.38,7934.0
649,NSE:HIMATSEIDE,Himatsingka Seide Limited,272.95,269.05,1.45,77590.0
650,NSE:IIFLSEC,IIFL Securities Limited,115.15,114.45,0.61,391751.0
651,NSE:KIRIINDUS,Kiri Industries Limited,526.4,533.8,-1.39,93263.0
652,NSE:NUCLEUS,Nucleus Software Exports Limited,590.3,593.7,-0.57,68391.0
653,NSE:KSL,Kalyani Steels Limited,404.3,398.35,1.49,84202.0
654,NSE:DIAMONDYD,Prataap Snacks Limited,741.75,711.25,4.29,35965.0
655,NSE:SOTL,Savita Oil Technologies Limited,1478.4,1494.95,-1.11,29984.0
656,NSE:ARVINDFASN,Arvind Fashions Limited,336.4,334.25,0.64,291902.0
657,NSE:CAPACITE,Capacit'e Infraprojects Limited,182.85,186.25,-1.83,246919.0
658,NSE:TIMETECHNO,Time Technoplast Limited,74.5,75.95,-1.91,488219.0
659,NSE:HERITGFOOD,Heritage Foods Limited,474.25,473.45,0.17,175058.0
660,NSE:RSYSTEMS,R Systems International Limited,219.8,220.3,-0.23,83900.0
661,NSE:TVSSRICHAK,TVS Srichakra Limited,2497.0,2546.25,-1.93,8202.0
662,NSE:SAFARI,Safari Industries (India) Limited,851.8,849.55,0.26,13630.0
663,NSE:ASHIANA,Ashiana Housing Limited,188.65,189.65,-0.53,61493.0
664,NSE:GTPL,GTPL Hathway Limited,283.95,292.7,-2.99,184402.0
665,NSE:ITDCEM,ITD Cementation India Limited,94.55,92.25,2.49,2408261.0
666,NSE:SASKEN,Sasken Technologies Limited,1406.45,1379.5,1.95,44653.0
667,NSE:DOLLAR,Dollar Industries Limited,447.4,453.75,-1.4,153966.0
668,NSE:APOLLOPIPE,Apollo Pipes Limited,1961.95,1949.05,0.66,84669.0
669,NSE:INDIAGLYCO,India Glycols Limited,926.0,931.8,-0.62,83425.0
670,NSE:GANECOS,Ganesha Ecosphere Limited,499.55,482.55,3.52,99736.0
671,NSE:HINDOILEXP,Hindustan Oil Exploration Company Limited,193.45,196.55,-1.58,570077.0
672,NSE:ACCELYA,Accelya Solutions India Limited,1405.15,1405.25,-0.01,28287.0
673,NSE:PRAKASH,Prakash Industries Limited,75.75,75.75,0.0,1119927.0
674,NSE:IGPL,IG Petrochemicals Limited,863.55,875.95,-1.42,52403.0
675,NSE:PCJEWELLER,PC Jeweller Limited,29.8,29.4,1.36,4593875.0
676,NSE:JMCPROJECT,JMC Projects (India) Limited,115.05,113.7,1.19,397751.0
677,NSE:RTNPOWER,RattanIndia Power Limited,4.45,4.4,1.14,20894639.0
678,NSE:GATI,GATI Limited,146.85,146.65,0.14,376568.0
679,NSE:OMAXE,Omaxe Limited,80.8,81.05,-0.31,210391.0
680,NSE:GENUSPOWER,Genus Power Infrastructures Limited,90.85,83.4,8.93,3571535.0
681,NSE:SANDHAR,Sandhar Technologies Limited,298.9,299.35,-0.15,50007.0
682,NSE:PSB,Punjab & Sind Bank,19.1,18.55,2.96,1924923.0
683,NSE:JSWISPL,JSW Ispat Special Products Limited,34.25,32.65,4.9,2743090.0
684,NSE:NBVENTURES,Nava Bharat Ventures Limited,127.6,124.0,2.9,484486.0
685,NSE:CONFIPET,Confidence Petroleum India Limited,89.85,88.5,1.53,878225.0
686,NSE:IMFA,Indian Metals & Ferro Alloys Limited,799.8,761.75,5.0,35000.0
687,NSE:RPOWER,Reliance Power Limited,16.95,16.15,4.95,17389292.0
688,NSE:HCC,Hindustan Construction Company Limited,11.55,10.65,8.45,17185039.0
689,NSE:DHAMPURSUG,Dhampur Sugar Mills Limited,332.85,325.6,2.23,754395.0
690,NSE:CARERATING,CARE Ratings Limited,701.1,680.1,3.09,302762.0
691,NSE:3IINFOTECH,3i Infotech Limited,84.5,8.45,900.0,0.0
692,NSE:KIRLOSIND,Kirloskar Industries Limited,1623.5,1619.9,0.22,4172.0
693,NSE:GEOJITFSL,Geojit Financial Services Limited,86.2,86.55,-0.4,442104.0
694,NSE:QUICKHEAL,Quick Heal Technologies Limited,233.95,235.6,-0.7,158252.0
695,NSE:MMFL,MM Forgings Limited,927.65,885.35,4.78,43997.0
696,NSE:FCONSUMER,Future Consumer Limited,7.65,7.65,0.0,6156085.0
697,NSE:MTNL,Mahanagar Telephone Nigam Limited,19.8,19.85,-0.25,1740674.0
698,NSE:CENTRUM,Centrum Capital Limited,43.75,43.75,0.0,791550.0
699,NSE:MUKANDLTD,Mukand Limited,141.15,141.95,-0.56,37616.0
700,NSE:SHARDAMOTR,Sharda Motor Industries Limited,658.0,691.35,-4.82,26180.0
701,NSE:PFS,PTC India Financial Services Limited,21.35,21.4,-0.23,4327393.0
702,NSE:DIGISPICE,DiGiSPICE Technologies Limited,46.5,45.4,2.42,91532.0
703,NSE:SUNDARMHLD,Sundaram Finance Holdings Limited,81.05,78.7,2.99,703896.0
704,NSE:GIPCL,Gujarat Industries Power Company Limited,99.05,96.25,2.91,1176461.0
705,NSE:DPSCLTD,DPSC Limited,16.85,16.4,2.74,80080.0
706,NSE:IFGLEXPOR,IFGL Refractories Limited,322.0,319.15,0.89,28957.0
707,NSE:SUNFLAG,Sunflag Iron And Steel Company Limited,88.0,83.6,5.26,1342413.0
708,NSE:COSMOFILMS,Cosmo Films Limited,1631.7,1638.35,-0.41,100543.0
709,NSE:ASTRAMICRO,Astra Microwave Products Limited,205.6,206.6,-0.48,464745.0
710,NSE:NXTDIGITAL,NXTDIGITAL LIMITED,495.95,506.95,-2.17,4433.0
711,NSE:SEAMECLTD,Seamec Limited,1247.0,1214.2,2.7,16599.0
712,NSE:VOLTAMP,Voltamp Transformers Limited,1484.95,1478.15,0.46,5243.0
713,NSE:LUMAXTECH,Lumax Auto Technologies Limited,142.05,144.6,-1.76,116373.0
714,NSE:BODALCHEM,Bodal Chemicals Limited,141.45,141.65,-0.14,840662.0
715,NSE:PANACEABIO,Panacea Biotec Limited,266.55,270.7,-1.53,118680.0
716,NSE:MOLDTKPAC,Mold-Tek Packaging Limited,710.25,730.05,-2.71,90008.0
717,NSE:SSWL,Steel Strips Wheels Limited,1850.0,1823.05,1.48,19942.0
718,NSE:WHEELS,Wheels India Limited,776.0,791.05,-1.9,17565.0
719,NSE:SHALBY,Shalby Limited,167.1,168.85,-1.04,112499.0
720,NSE:WONDERLA,Wonderla Holidays Limited,242.65,246.35,-1.5,83761.0
721,NSE:JETAIRWAYS,Jet Airways (India) Limited,99.15,99.55,-0.4,68706.0
722,NSE:ELECTCAST,Electrosteel Castings Limited,36.9,36.55,0.96,290403.0
723,NSE:GOCLCORP,GOCL Corporation Limited,354.4,365.85,-3.13,131395.0
724,NSE:KCP,KCP Limited,140.35,142.55,-1.54,184679.0
725,NSE:PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,1540.0,1531.8,0.54,64058.0
726,NSE:SADBHAV,Sadbhav Engineering Limited,54.5,54.95,-0.82,1592937.0
727,NSE:KKCL,Kewal Kiran Clothing Limited,1040.0,1024.05,1.56,113375.0
728,NSE:SANGHIIND,Sanghi Industries Limited,68.85,68.8,0.07,493796.0
729,NSE:YAARII,Yaarii Digital Integrated Services Limited,104.35,99.4,4.98,341133.0
730,NSE:VIDHIING,Vidhi Specialty Food Ingredients Limited,368.0,368.0,0.0,76808.0
731,NSE:EXCELINDUS,Excel Industries Limited,1081.0,1066.85,1.33,11277.0
732,NSE:NRBBEARING,NRB Bearing Limited,145.2,145.55,-0.24,131899.0
733,NSE:SMSPHARMA,SMS Pharmaceuticals Limited,148.1,148.75,-0.44,98433.0
734,NSE:OPTIEMUS,Optiemus Infracom Limited,386.85,368.45,4.99,285477.0
735,NSE:DREDGECORP,Dredging Corporation of India Limited,382.65,377.95,1.24,142459.0
736,NSE:BFINVEST,BF Investment Limited,375.55,376.35,-0.21,195372.0
737,NSE:MANINFRA,Man Infraconstruction Limited,113.9,110.05,3.5,1758340.0
738,NSE:GALLISPAT,Gallantt Ispat Limited,53.7,53.05,1.23,37390.0
739,NSE:SESHAPAPER,Seshasayee Paper and Boards Limited,184.0,185.75,-0.94,44103.0
740,NSE:MANALIPETC,Manali Petrochemicals Limited,123.8,125.75,-1.55,381604.0
741,NSE:BLISSGVS,Bliss GVS Pharma Limited,110.75,111.4,-0.58,150456.0
742,NSE:TNPL,Tamil Nadu Newsprint & Papers Limited,139.9,141.25,-0.96,231564.0
743,NSE:USHAMART,Usha Martin Limited,92.45,90.1,2.61,493008.0
744,NSE:INDORAMA,Indo Rama Synthetics (India) Limited,51.55,52.15,-1.15,55798.0
745,NSE:BANCOINDIA,Banco Products (I) Limited,194.5,195.5,-0.51,124483.0
746,NSE:KESORAMIND,Kesoram Industries Limited,69.5,70.85,-1.91,458545.0
747,NSE:GTLINFRA,GTL Infrastructure Limited,1.7,1.7,0.0,17625147.0
748,NSE:HSIL,HSIL Limited,234.5,226.85,3.37,573938.0
749,NSE:BUTTERFLY,Butterfly Gandhimathi Appliances Limited,1005.0,993.85,1.12,16226.0
750,NSE:FLFL,Future Lifestyle Fashions Limited,63.2,64.05,-1.33,98036.0
751,NSE:INSECTICID,Insecticides (India) Limited,704.6,706.8,-0.31,9813.0
752,NSE:SHANTIGEAR,Shanthi Gears Limited,164.0,163.9,0.06,111030.0
753,NSE:FAIRCHEMOR,Fairchem Organics Limited,1969.0,2006.8,-1.88,13022.0
754,NSE:ESTER,Ester Industries Limited,151.9,148.3,2.43,446371.0
755,NSE:VINDHYATEL,Vindhya Telelinks Limited,1190.0,1191.25,-0.1,12656.0
756,NSE:HONDAPOWER,Honda India Power Products Limited,1404.25,1398.35,0.42,18208.0
757,NSE:JINDWORLD,Jindal Worldwide Limited,118.0,113.15,4.29,585030.0
758,NSE:TIIL,Technocraft Industries (India) Limited,881.0,903.85,-2.53,11455.0
759,NSE:LGBBROSLTD,LG Balakrishnan & Bros Limited,517.0,494.3,4.59,298977.0
760,NSE:SHAKTIPUMP,Shakti Pumps (India) Limited,803.15,800.5,0.33,392007.0
761,NSE:BLS,BLS International Services Limited,237.5,239.95,-1.02,79349.0
762,NSE:SHANKARA,Shankara Building Products Limited,589.5,598.25,-1.46,64303.0
764,NSE:APCOTEXIND,Apcotex Industries Limited,416.6,419.3,-0.64,186186.0
765,NSE:BFUTILITIE,BF Utilities Limited,464.0,467.9,-0.83,141478.0
766,NSE:HBLPOWER,HBL Power Systems Limited,57.6,54.7,5.3,4901309.0
767,NSE:RELINFRA,Reliance Infrastructure Limited,98.4,98.55,-0.15,841861.0
768,NSE:ONMOBILE,OnMobile Global Limited,122.55,118.15,3.72,1035545.0
769,NSE:OCCL,Oriental Carbon & Chemicals Limited,1078.0,1077.95,0.0,7372.0
770,NSE:GLOBUSSPR,Globus Spirits Limited,1382.1,1454.8,-5.0,163636.0
771,NSE:JISLJALEQS,Jain Irrigation Systems Limited,50.0,51.25,-2.44,4582821.0
772,NSE:ASHAPURMIN,Ashapura Minechem Limited,120.0,124.15,-3.34,100686.0
773,NSE:SUVEN,Suven Life Sciences Limited,114.2,117.3,-2.64,595980.0
774,NSE:RPSGVENT,RPSG VENTURES LIMITED,950.15,991.55,-4.18,61856.0
775,NSE:TEXINFRA,Texmaco Infrastructure & Holdings Limited,58.45,59.3,-1.43,25108.0
776,NSE:GUFICBIO,Gufic Biosciences Limited,194.3,194.3,0.0,352663.0
777,NSE:PARAGMILK,Parag Milk Foods Limited,137.0,141.4,-3.11,609624.0
778,NSE:CIGNITITEC,Cigniti Technologies Limited,608.35,615.0,-1.08,97009.0
779,NSE:SHREDIGCEM,Shree Digvijay Cement Co.Ltd,85.75,86.25,-0.58,566278.0
780,NSE:EKC,Everest Kanto Cylinder Limited,123.9,122.8,0.9,163822.0
781,NSE:PANAMAPET,Panama Petrochem Limited,270.35,274.55,-1.53,136680.0
782,NSE:TIRUMALCHM,Thirumalai Chemicals Limited,277.25,289.65,-4.28,663846.0
783,NSE:SIYSIL,Siyaram Silk Mills Limited,438.7,419.95,4.46,271112.0
784,NSE:ANDHRAPAP,ANDHRA PAPER LIMITED,238.4,241.15,-1.14,27440.0
785,NSE:PNBGILTS,PNB Gilts Limited,70.05,68.45,2.34,662659.0
786,NSE:ARSHIYA,Arshiya Limited,34.7,38.25,-9.28,581660.0
787,NSE:SIRCA,Sirca Paints India Limited,419.0,417.85,0.28,24966.0
788,NSE:POWERMECH,Power Mech Projects Limited,1072.25,1038.05,3.29,61920.0
789,NSE:CLNINDIA,Clariant Chemicals (India) Limited,604.65,602.25,0.4,37117.0
790,NSE:IGARASHI,Igarashi Motors India Limited,578.35,580.75,-0.41,172097.0
791,NSE:TARC,Anant Raj Global Limited,44.9,43.95,2.16,871696.0
792,NSE:MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,74.9,74.15,1.01,254074.0
793,NSE:PRICOLLTD,Pricol Limited,107.9,109.2,-1.19,1537953.0
794,NSE:IMPAL,India Motor Parts and Accessories Limited,795.65,788.25,0.94,2204.0
795,NSE:RANEHOLDIN,Rane Holdings Limited,598.2,597.5,0.12,34697.0
796,NSE:SHAREINDIA,Share India Securities Limited,777.0,781.05,-0.52,52634.0
797,NSE:MPSLTD,MPS Limited,683.45,691.6,-1.18,13751.0
798,NSE:INDNIPPON,India Nippon Electricals Limited,412.1,404.5,1.88,45936.0
799,NSE:INDIANHUME,Indian Hume Pipe Company Limited,204.0,203.0,0.49,28463.0
800,NSE:MAXVIL,Max Ventures and Industries Limited,140.85,135.75,3.76,354798.0
801,NSE:ACRYSIL,Acrysil Limited,754.6,743.95,1.43,159116.0
802,NSE:POKARNA,Pokarna Limited,556.2,535.95,3.78,82326.0
803,NSE:SATIA,Satia Industries Limited,96.5,95.05,1.53,205900.0
804,NSE:RADIOCITY,Music Broadcast Limited,25.2,25.25,-0.2,361753.0
805,NSE:MARINE,Marine Electricals (India) Limited,34.9,34.75,0.43,564577.0
806,NSE:SRIPIPES,Srikalahasthi Pipes Limited,212.4,209.95,1.17,46402.0
807,NSE:THANGAMAYL,Thangamayil Jewellery Limited,1384.0,1356.3,2.04,29879.0
808,NSE:GFLLIMITED,GFL Limited,82.35,81.75,0.73,122758.0
809,NSE:RAJRATAN,Rajratan Global Wire Limited,2307.0,2277.1,1.31,4578.0
810,NSE:PGEL,PG Electroplast Limited,533.2,545.75,-2.3,57326.0
811,NSE:ANDHRSUGAR,The Andhra Sugars Limited,687.3,667.85,2.91,123247.0
812,NSE:VISAKAIND,Visaka Industries Limited,679.1,670.2,1.33,21727.0
813,NSE:SMCGLOBAL,SMC Global Securities Limited,78.4,78.65,-0.32,129169.0
814,NSE:NCLIND,NCL Industries Limited,244.8,250.85,-2.41,271476.0
815,NSE:GMBREW,GM Breweries Limited,810.95,838.85,-3.33,120909.0
816,NSE:ASALCBR,Associated Alcohols & Breweries Ltd.,603.0,595.05,1.34,94985.0
817,NSE:APTECHT,Aptech Limited,304.3,305.6,-0.43,160194.0
818,NSE:GOLDIAM,Goldiam International Limited,976.15,958.65,1.83,113307.0
819,NSE:EMAMIPAP,Emami Paper Mills Limited,164.85,166.9,-1.23,82138.0
820,NSE:MANGLMCEM,Mangalam Cement Limited,454.85,445.55,2.09,92905.0
821,NSE:KARDA,Karda Constructions Limited,21.5,22.6,-4.87,8223749.0
822,NSE:NACLIND,NACL Industries Limited,79.0,78.05,1.22,78327.0
823,NSE:SNOWMAN,Snowman Logistics Limited,43.85,42.9,2.21,984967.0
824,NSE:FIEMIND,Fiem Industries Limited,1279.0,1266.4,0.99,222358.0
825,NSE:GNA,GNA Axles Limited,1076.0,1076.8,-0.07,53524.0
826,NSE:FOSECOIND,Foseco India Limited,1477.05,1486.6,-0.64,1883.0
827,NSE:FCL,Fineotex Chemical Limited,122.8,124.45,-1.33,340174.0
828,NSE:XCHANGING,Xchanging Solutions Limited,113.95,115.95,-1.72,481043.0
829,NSE:TEXRAIL,Texmaco Rail & Engineering Limited,36.9,35.8,3.07,1312398.0
830,NSE:EIHAHOTELS,EIH Associated Hotels Limited,421.6,425.05,-0.81,30976.0
831,NSE:ELECON,Elecon Engineering Company Limited,166.0,166.15,-0.09,494131.0
832,NSE:KINGFA,Kingfa Science & Technology (India) Limited,1040.65,1084.7,-4.06,12636.0
833,NSE:AARTISURF,Aarti Surfactants Limited,1446.4,1456.9,-0.72,17083.0
835,NSE:STERTOOLS,Sterling Tools Limited,203.95,205.6,-0.8,30026.0
836,NSE:BAJAJHIND,Bajaj Hindusthan Sugar Limited,14.6,14.7,-0.68,15690336.0
837,NSE:TTKHLTCARE,TTK Healthcare Limited,672.9,682.75,-1.44,5230.0
838,NSE:KELLTONTEC,Kellton Tech Solutions Limited,52.3,51.6,1.36,536599.0
839,NSE:ENIL,Entertainment Network (India) Limited,187.7,186.4,0.7,35344.0
840,NSE:SADBHIN,Sadbhav Infrastructure Project Limited,17.7,16.9,4.73,1161806.0
841,NSE:BHAGERIA,Bhageria Industries Limited,293.85,293.5,0.12,46876.0
842,NSE:KICL,Kalyani Investment Company Limited,2114.6,2135.9,-1.0,1088.0
843,NSE:AVTNPL,AVT Natural Products Limited,92.05,89.85,2.45,183329.0
844,NSE:TAJGVK,Taj GVK Hotels & Resorts Limited,155.6,147.8,5.28,1745520.0
845,NSE:AWHCL,Antony Waste Handling Cell Limited,347.6,385.65,-9.87,1821021.0
846,NSE:DCW,DCW Limited,53.0,52.8,0.38,1153107.0
847,NSE:DATAMATICS,Datamatics Global Services Limited,348.35,358.85,-2.93,187030.0
848,NSE:JAYNECOIND,Jayaswal Neco Industries Limited,26.15,25.9,0.97,620071.0
849,NSE:TAKE,Take Solutions Limited,51.15,51.65,-0.97,754756.0
850,NSE:KITEX,Kitex Garments Limited,165.2,166.35,-0.69,100845.0
851,NSE:SMLISUZU,SML Isuzu Limited,734.9,612.45,19.99,770777.0
852,NSE:APEX,Apex Frozen Foods Limited,304.1,304.7,-0.2,77018.0
853,NSE:VADILALIND,Vadilal Industries Limited,1141.05,1072.35,6.41,51425.0
854,NSE:SUTLEJTEX,Sutlej Textiles and Industries Limited,68.65,68.2,0.66,146606.0
855,NSE:RPGLIFE,RPG Life Sciences Limited,663.1,669.6,-0.97,61731.0
856,NSE:5PAISA,5Paisa Capital Limited,529.0,514.2,2.88,89150.0
857,NSE:SPENCERS,Spencer's Retail Limited,131.95,125.55,5.1,1215770.0
858,NSE:BBL,Bharat Bijlee Limited,1373.0,1361.9,0.82,21182.0
859,NSE:WENDT,Wendt (India) Limited,4458.9,4427.2,0.72,619.0
860,NSE:LIKHITHA,Likhitha Infrastructure Limited,375.05,378.6,-0.94,42762.0
861,NSE:CEREBRAINT,Cerebra Integrated Technologies Limited,54.0,54.6,-1.1,180099.0
862,NSE:GICHSGFIN,GIC Housing Finance Limited,162.5,159.0,2.2,478571.0
863,NSE:SKIPPER,Skipper Limited,80.4,81.55,-1.41,515550.0
864,NSE:GRAVITA,Gravita India Limited,208.45,206.4,0.99,428943.0
865,NSE:RBL,Rane Brake Lining Limited,887.95,880.9,0.8,41054.0
866,NSE:CANTABIL,Cantabil Retail India Limited,600.1,605.4,-0.88,7896.0
867,NSE:ZENTEC,Zen Technologies Limited,237.85,226.55,4.99,2836251.0
868,NSE:TIPSINDLTD,TIPS Industries Limited,1415.25,1389.15,1.88,7299.0
869,NSE:MUTHOOTCAP,Muthoot Capital Services Limited,407.0,406.95,0.01,23520.0
870,NSE:NURECA,Nureca Limited,1901.05,1884.7,0.87,12163.0
871,NSE:DYNAMATECH,Dynamatic Technologies Limited,2835.0,2780.1,1.97,5324.0
872,NSE:PLASTIBLEN,Plastiblends India Limited,259.7,270.65,-4.05,80611.0
873,NSE:SPIC,Southern Petrochemicals Industries Corporation Limited,51.5,51.75,-0.48,467103.0
874,NSE:UNIENTER,Uniphos Enterprises Limited,128.0,127.45,0.43,6934.0
875,NSE:DYNPRO,Dynemic Products Limited,671.0,694.25,-3.35,142091.0
876,NSE:ALICON,Alicon Castalloy Limited,797.45,770.8,3.46,88940.0
877,NSE:KUANTUM,Kuantum Papers Limited,79.0,79.35,-0.44,142412.0
878,NSE:DBREALTY,D B Realty Limited,41.3,39.35,4.96,795215.0
879,NSE:SUMMITSEC,Summit Securities Limited,763.0,766.15,-0.41,2493.0
880,NSE:ANUP,The Anup Engineering Limited,963.6,976.45,-1.32,8881.0
881,NSE:DECCANCE,Deccan Cements Limited,777.5,769.45,1.05,46222.0
882,NSE:DWARKESH,Dwarikesh Sugar Industries Limited,77.25,75.45,2.39,2838133.0
883,NSE:BALAJITELE,Balaji Telefilms Limited,66.1,66.05,0.08,246256.0
885,NSE:NATHBIOGEN,Nath Bio-Genes (India) Limited,323.1,324.1,-0.31,27235.0
886,NSE:KABRAEXTRU,Kabra Extrusion Technik Limited,245.45,249.35,-1.56,85094.0
887,NSE:VSSL,Vardhman Special Steels Limited,267.95,263.15,1.82,228157.0
888,NSE:VHL,Vardhman Holdings Limited,3171.0,3183.45,-0.39,324.0
889,NSE:NELCAST,Nelcast Limited,90.0,88.75,1.41,161933.0
890,NSE:MUNJALSHOW,Munjal Showa Limited,140.15,137.65,1.78,49844.0
891,NSE:RGL,Renaissance Global Limited,902.7,905.25,-0.28,35651.0
892,NSE:CENTENKA,Century Enka Limited,459.95,459.2,0.16,30335.0
893,NSE:KOKUYOCMLN,Kokuyo Camlin Limited,68.45,68.2,0.37,104844.0
894,NSE:RIIL,Reliance Industrial Infrastructure Limited,740.55,736.5,0.55,149578.0
895,NSE:MIRZAINT,Mirza International Limited,64.3,64.2,0.16,641457.0
896,NSE:PATELENG,Patel Engineering Limited,27.2,27.75,-1.98,1866038.0
897,NSE:NSIL,Nalwa Sons Investments Limited,1855.95,1805.05,2.82,987.0
898,NSE:EXPLEOSOL,Expleo Solutions Limited,1080.05,1097.25,-1.57,11034.0
899,NSE:MUNJALAU,Munjal Auto Industries Limited,60.7,60.5,0.33,114615.0
900,NSE:RAMKY,Ramky Infrastructure Limited,157.0,158.9,-1.2,44936.0
901,NSE:APCL,Anjani Portland Cement Limited,400.45,398.6,0.46,25626.0
902,NSE:UNIDT,United Drilling Tools Limited,417.5,386.65,7.98,257698.0
903,NSE:TWL,Titagarh Wagons Limited,98.5,101.1,-2.57,787567.0
904,NSE:GAYAPROJ,Gayatri Projects Limited,48.5,49.3,-1.62,1218778.0
906,NSE:SHALPAINTS,Shalimar Paints Limited,96.5,97.05,-0.57,105763.0
907,NSE:BALAXI,BALAXI PHARMACEUTICALS LIMITED,582.05,595.3,-2.23,2324.0
908,NSE:ORIENTPPR,Orient Paper & Industries Limited,34.4,33.75,1.93,2860240.0
909,NSE:ARMANFIN,Arman Financial Services Limited,1011.0,1024.5,-1.32,24858.0
910,NSE:RML,Rane (Madras) Limited,408.65,411.35,-0.66,21209.0
911,NSE:AMBIKCO,Ambika Cotton Mills Limited,1993.2,1980.0,0.67,17319.0
912,NSE:SALASAR,Salasar Techno Engineering Limited,277.05,260.65,6.29,101833.0
913,NSE:TFCILTD,Tourism Finance Corporation of India Limited,72.8,73.1,-0.41,200663.0
914,NSE:JAYBARMARU,Jay Bharat Maruti Limited,210.35,221.2,-4.91,109189.0
915,NSE:INDRAMEDCO,Indraprastha Medical Corporation Limited,79.4,80.05,-0.81,183061.0
917,NSE:SANDESH,The Sandesh Limited,790.2,787.9,0.29,871.0
918,NSE:CENTUM,Centum Electronics Limited,556.35,541.5,2.74,38141.0
919,NSE:SUULD,Suumaya Industries Limited,283.7,315.2,-9.99,168881.0
920,NSE:HTMEDIA,HT Media Limited,26.0,26.2,-0.76,378138.0
921,NSE:ALLSEC,Allsec Technologies Limited,485.3,466.55,4.02,93409.0
922,NSE:NBIFIN,N. B. I. Industrial Finance Company Limited,2645.0,2647.85,-0.11,167.0
923,NSE:RICOAUTO,Rico Auto Industries Limited,47.1,47.45,-0.74,384085.0
924,NSE:STEELXIND,STEEL EXCHANGE INDIA LIMITED,79.6,78.05,1.99,807801.0
925,NSE:THEINVEST,The Investment Trust Of India Limited,117.3,117.3,0.0,22981.0
926,NSE:RCOM,Reliance Communications Limited,3.1,3.15,-1.59,14845485.0
927,NSE:MONTECARLO,Monte Carlo Fashions Limited,392.6,392.05,0.14,43900.0
928,NSE:NAVKARCORP,Navkar Corporation Limited,43.05,42.7,0.82,313201.0
929,NSE:BINDALAGRO,Oswal Chemicals & Fertilizers Limited,23.5,24.15,-2.69,253220.0
930,NSE:TDPOWERSYS,TD Power Systems Limited,374.7,340.65,10.0,181989.0
931,NSE:MANINDS,Man Industries (India) Limited,114.6,113.0,1.42,227502.0
932,NSE:KOPRAN,Kopran Limited,213.8,214.5,-0.33,266867.0
933,NSE:NITINSPIN,Nitin Spinners Limited,229.4,218.5,4.99,162610.0
934,NSE:LINCOLN,Lincoln Pharmaceuticals Limited,377.75,380.3,-0.67,95926.0
935,NSE:EVERESTIND,Everest Industries Limited,452.9,443.65,2.08,152134.0
936,NSE:PRECWIRE,Precision Wires India Limited,260.65,254.7,2.34,98359.0
937,NSE:SATIN,Satin Creditcare Network Limited,77.55,77.4,0.19,129791.0
938,NSE:STCINDIA,The State Trading Corporation of India Limited,113.25,109.7,3.24,255107.0
939,NSE:ASIANTILES,Asian Granito India Limited,151.35,149.95,0.93,363833.0
940,NSE:VISHWARAJ,Vishwaraj Sugar Industries Limited,186.0,158.9,17.05,1069843.0
941,NSE:HMVL,Hindustan Media Ventures Limited,78.85,78.1,0.96,169515.0
942,NSE:RSWM,RSWM Limited,352.45,354.0,-0.44,183375.0
943,NSE:TNPETRO,Tamilnadu PetroProducts Limited,130.2,132.0,-1.36,336722.0
944,NSE:UNIVCABLES,Universal Cables Limited,177.05,175.65,0.8,18504.0
945,NSE:SANGHVIMOV,Sanghvi Movers Limited,197.7,203.5,-2.85,74666.0
946,NSE:SORILINFRA,SORIL Infra Resources Limited,126.6,117.25,7.97,367151.0
947,NSE:HITECH,Hi-Tech Pipes Limited,609.35,574.15,6.13,45633.0
948,NSE:GULPOLY,Gulshan Polyols Limited,317.6,315.05,0.81,127065.0
949,NSE:UNITECH,Unitech Limited,1.8,1.85,-2.7,3828285.0
950,NSE:NELCO,NELCO Limited,925.7,881.65,5.0,135732.0
951,NSE:V2RETAIL,V2 Retail Limited,192.9,193.05,-0.08,256934.0
952,NSE:INDSWFTLAB,Ind-Swift Laboratories Limited,63.0,63.1,-0.16,75459.0
953,NSE:REPRO,Repro India Limited,606.25,561.0,8.07,169513.0
954,NSE:SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,239.4,238.8,0.25,45402.0
955,NSE:BCG,Brightcom Group Limited,81.4,77.55,4.96,12669001.0
956,NSE:AJMERA,Ajmera Realty & Infra India Limited,354.55,350.75,1.08,4652.0
957,NSE:NECLIFE,Nectar Lifesciences Limited,30.6,30.4,0.66,294359.0
