Symbol,Price,PrevDayClose,ChangeInPercentage
NSE:ESABINDIA,2464,2423,1.69
NSE:ESTER,154.7,148.3,4.32
NSE:IBREALEST,180.25,164.1,9.84
NSE:PRESTIGE,457.35,453.55,0.84
NSE:KOTAKNIFTY,194.15,192.42,0.9
NSE:KOTAKGOLD,41.38,41.78,-0.96
NSE:UTISENSETF,649.61,640.48,1.43
NSE:GOLDSHARE,41.35,41.7,-0.84
NSE:KOTAKBKETF,400.85,396.49,1.1
NSE:IDBIGOLD,4370,4414.9,-1.02
NSE:HDFCMFGETF,42.22,42.56,-0.8
NSE:HDFCNIFETF,196.84,194.96,0.96
NSE:HDFCSENETF,663.8,652.5,1.73
NSE:UTINIFTETF,1935.01,1935.83,-0.04
NSE:KOTAKPSUBK,271.11,266.31,1.8
NSE:KOTAKNV20,102.15,100.84,1.3
NSE:EUROMULTI,1.45,1.4,3.57
NSE:EVEREADY,382.95,384.55,-0.42
NSE:EVERESTIND,454.8,443.65,2.51
NSE:EXIDEIND,187.4,186,0.75
NSE:HINDOILEXP,198.6,196.55,1.04
NSE:EXCELINDUS,1080.1,1066.85,1.24
NSE:NORBTEAEXP,7.3,7.3,0
NSE:NAGREEKEXP,31.85,32.85,-3.04
NSE:NUCLEUS,593.1,593.7,-0.1
NSE:ORBTEXP,81.65,79.75,2.38
NSE:SELAN,164.45,161.1,2.08
NSE:RAJESHEXPO,647.5,646.6,0.14
NSE:EXCEL,3.2,3.1,3.23
NSE:KABRAEXTRU,246.5,249.35,-1.14
NSE:SAKUMA,10.5,10.5,0
NSE:GOKEX,228.05,221.25,3.07
NSE:PDSMFL,1389.75,1276.2,8.9
NSE:MONTECARLO,392.75,392.05,0.18
NSE:SUNDRMFAST,936.55,939.75,-0.34
NSE:INDTERRAIN,48.1,47.9,0.42
NSE:FLFL,64.1,64.05,0.08
NSE:FCSSOFT,1.6,1.55,3.23
NSE:FCL,124.9,124.45,0.36
NSE:FDC,356.5,354.1,0.68
NSE:FMGOETZE,277.45,279,-0.56
NSE:FEDERALBNK,96.25,93.1,3.38
NSE:GSFC,137.05,136.2,0.62
NSE:SHREEPUSHK,240.3,238.8,0.63
NSE:ROHITFERRO,11.7,11.15,4.93
NSE:IMPEXFERRO,1.2,1.2,0
NSE:CHAMBLFERT,388.55,383.35,1.36
NSE:NFL,59.35,59.35,0
NSE:MADRASFERT,31.35,30.9,1.46
NSE:SRTRANSFIN,1413.95,1383.55,2.2
NSE:SARLAPOLY,56.2,55.6,1.08
NSE:IBULHSGFIN,247.8,237.5,4.34
NSE:FSL,216.65,217.6,-0.44
NSE:GICHSGFIN,161.55,159,1.6
NSE:CAMLINFINE,189.3,187.6,0.91
NSE:CONSOFINVT,168.85,167.25,0.96
NSE:JMFINANCIL,95.8,93.95,1.97
NSE:SUNDARMFIN,2465,2454.65,0.42
NSE:NAHARCAP,296.1,290.4,1.96
NSE:GLFL,3.2,2.95,8.47
NSE:FILATEX,117.85,115.55,1.99
NSE:TCIFINANCE,5.3,5.3,0
NSE:NAHARPOLY,248.55,242.8,2.37
NSE:NITINFIRE,1.2,1.25,-4
NSE:MOTILALOFS,916.45,906.55,1.09
NSE:NAVINFLUOR,3974.95,3934.25,1.03
NSE:FLEXITUFF,18.5,17.5,5.71
NSE:FMNL,10.55,10.55,0
NSE:MMFL,921.1,885.35,4.04
NSE:FOSECOIND,1481.95,1486.6,-0.31
NSE:FORTIS,266.55,274.45,-2.88
NSE:ADFFOODS,967,958.3,0.91
NSE:RKFORGE,1178.45,1163.35,1.3
NSE:HERITGFOOD,478.25,473.45,1.01
NSE:METALFORGE,5.55,5.4,2.78
NSE:PFOCUS,91.65,87.3,4.98
NSE:RELAXO,1380.6,1352.1,2.11
NSE:HILTON,13.75,13.1,4.96
NSE:LGBFORGE,6.85,6.55,4.58
NSE:KALYANIFRG,200.9,199.65,0.63
NSE:HFCL,81.5,78.95,3.23
NSE:UCALFUEL,161.05,161.55,-0.31
NSE:IGL,506,509.8,-0.75
NSE:GABRIEL,155.75,156.25,-0.32
NSE:GALLISPAT,53.55,53.05,0.94
NSE:GATI,149,146.65,1.6
NSE:GUJGASLTD,645.5,628.8,2.66
NSE:GANDHITUBE,442,438.95,0.69
NSE:ONGC,163.7,159.05,2.92
NSE:INTEGRA,4.5,4.6,-2.17
NSE:GANGOTRI,1.15,1.1,4.55
NSE:GAYAPROJ,49.55,49.3,0.51
NSE:GALLANTT,78.95,80.45,-1.86
NSE:GENUSPOWER,87.45,83.4,4.86
NSE:LYPSAGEMS,5.4,5.6,-3.57
NSE:GENESYS,281.25,293.95,-4.32
NSE:SHANTIGEAR,164.05,163.9,0.09
NSE:MOTOGENFIN,25.7,25.5,0.78
NSE:HITECHGEAR,263.4,258.1,2.05
NSE:GHCL,467.35,458.35,1.96
NSE:PNBGILTS,69.4,68.45,1.39
NSE:GIPCL,98.1,96.25,1.92
NSE:GIRRESORTS,119.95,119.95,0
NSE:GINNIFILA,34.65,34.15,1.46
NSE:GISOLUTION,3.95,3.8,3.95
NSE:GILLETTE,5874.95,5832.85,0.72
NSE:GKWLIMITED,684.2,689.25,-0.73
NSE:GLOBUSSPR,1447.6,1454.8,-0.49
NSE:GLENMARK,521.05,524.8,-0.71
NSE:GLAXO,1489.95,1481.7,0.56
NSE:INDIAGLYCO,935,931.8,0.34
NSE:SGL,16.05,16.65,-3.6
NSE:ONMOBILE,123.95,118.15,4.91
NSE:HINDNATGLS,36.3,35.8,1.4
NSE:GLOBALVECT,58.5,56.4,3.72
NSE:HGS,2874.95,2845.05,1.05
NSE:PGIL,308.35,311.15,-0.9
NSE:GMBREW,824.25,838.85,-1.74
NSE:GMDCLTD,77.9,78.05,-0.19
NSE:GMRINFRA,43.5,43.4,0.23
NSE:GODREJIND,575.3,569.35,1.05
NSE:GPIL,1424.5,1356.7,5
NSE:GODREJCP,1040.75,1038.7,0.2
NSE:GOKUL,27.7,27.8,-0.36
NSE:GOLDENTOBC,155.1,147.75,4.97
NSE:GOCLCORP,358.75,365.85,-1.94
NSE:SHIRPUR-G,4.95,5.2,-4.81
NSE:GOLDTECH,40.05,42.15,-4.98
NSE:GOLDIAM,984,958.65,2.64
NSE:SETFGOLD,4207.85,4249.5,-0.98
NSE:GODREJPROP,2494.9,2502.75,-0.31
NSE:GOODLUCK,305.8,305.15,0.21
NSE:GODFRYPHLP,1332,1329.95,0.15
NSE:GPPL,113,113.15,-0.13
NSE:GULFPETRO,54.75,55.05,-0.54
NSE:GREAVESCOT,140.75,140.3,0.32
NSE:GRANULES,324.9,328.4,-1.07
NSE:GSS,83.6,83.65,-0.06
NSE:GTLINFRA,1.75,1.7,2.94
NSE:GTL,14.75,14.9,-1.01
NSE:GTNTEX,8.25,8.25,0
NSE:GULFOILLUB,596.3,593.8,0.42
NSE:GULPOLY,330.8,315.05,5
NSE:TIMESGTY,52.95,53.3,-0.66
NSE:GVKPIL,2.5,2.6,-3.85
NSE:TAJGVK,153.95,147.8,4.16
NSE:HARRMALAYA,187,187.55,-0.29
NSE:HAVELLS,1472.95,1474.1,-0.08
NSE:HBLPOWER,58.8,54.7,7.5
NSE:HCLTECH,1224.85,1251.15,-2.1
NSE:HCG,255.55,255.95,-0.16
NSE:HCL-INSYS,14.15,13.95,1.43
NSE:HEIDELBERG,258.6,255.35,1.27
NSE:HEG,2368,2360.25,0.33
NSE:HEXATRADEX,173.45,170.8,1.55
NSE:HERCULES,148.4,147.8,0.41
NSE:TTKHLTCARE,684.45,682.75,0.25
NSE:HEROMOTOCO,2933.3,2927.8,0.19
NSE:HINDMOTORS,17.3,15.75,9.84
NSE:HINDCOMPOS,326.9,323.75,0.97
NSE:HINDCOPPER,144.8,132.35,9.41
NSE:HIKAL,525.8,522.75,0.58
NSE:BAJAJHIND,14.9,14.7,1.36
NSE:HINDALCO,550.9,516.1,6.74
NSE:HIMATSEIDE,262.3,269.05,-2.51
NSE:BAJAJHLDNG,4767.75,4745.65,0.47
NSE:HMT,30.6,31.5,-2.86
NSE:NH,515.6,514.8,0.16
NSE:HSIL,236.3,226.85,4.17
NSE:HTMEDIA,26.35,26.2,0.57
NSE:INDIANHUME,204.6,203,0.79
NSE:HUBTOWN,38.15,36.35,4.95
NSE:ICRA,3717.95,3575.35,3.99
NSE:IDFC,55.3,54.2,2.03
NSE:IFCI,14.2,13.9,2.16
NSE:IFBIND,1172.8,1168.4,0.38
NSE:IGARASHI,575.95,580.75,-0.83
NSE:IGPL,881,875.95,0.58
NSE:IITL,73.05,74.4,-1.81
NSE:IIFL,293.9,294.6,-0.24
NSE:IL&FSENGG,4.75,4.8,-1.04
NSE:IVC,6.3,6,5
NSE:IL&FSTRANS,3.85,3.95,-2.53
NSE:INDLMETER,13.4,12.85,4.28
NSE:IOB,23.05,22.7,1.54
NSE:IOC,137.65,134.4,2.42
NSE:IPCALAB,2437.3,2422.2,0.62
NSE:SUNFLAG,86.3,83.6,3.23
NSE:ISMTLTD,36.5,34.8,4.89
NSE:ISFT,148.5,150.6,-1.39
NSE:SMLISUZU,622.4,612.45,1.62
NSE:SATHAISPAT,3.25,3.25,0
NSE:ITC,262.25,256.55,2.22
NSE:ITI,127.7,128,-0.23
NSE:PILITA,7.4,7.4,0
NSE:IVP,118,114,3.51
NSE:IZMO,96.3,96.75,-0.47
NSE:JAGSNPHARM,163.75,151,8.44
NSE:JAINSTUDIO,2.3,2.2,4.55
NSE:JAYNECOIND,26.6,25.9,2.7
NSE:JAYSREETEA,110.8,110.4,0.36
NSE:JPINFRATEC,2.25,2.3,-2.17
NSE:JBCHEPHARM,1759.4,1799.85,-2.25
NSE:JBMA,629.45,631.95,-0.4
NSE:THANGAMAYL,1398,1356.3,3.07
NSE:JHS,26.3,26.65,-1.31
NSE:JSLHISAR,328.65,319.65,2.82
NSE:JIKIND,0.55,0.5,10
NSE:JINDALSTEL,460.5,446.5,3.14
NSE:JINDALPOLY,1074,1019.7,5.33
NSE:JSL,181.05,172.05,5.23
NSE:JMTAUTOLTD,3.15,3.15,0
NSE:JMCPROJECT,115,113.7,1.14
NSE:JOCIL,230,229.7,0.13
NSE:JYOTISTRUC,19.55,18.65,4.83
NSE:KAMDHENU,260.05,246.15,5.65
NSE:KALPATPOWR,445.5,443.45,0.46
NSE:KANANIIND,9.2,9.05,1.66
NSE:KAMATHOTEL,64.1,63.1,1.58
NSE:KARURVYSYA,50.65,49.25,2.84
NSE:KAYA,558,550.15,1.43
NSE:KTKBANK,71.95,71.35,0.84
NSE:PKTEA,325,327.65,-0.81
NSE:KANORICHEM,197.95,194.6,1.72
NSE:KICL,2118.1,2135.9,-0.83
NSE:KAVVERITEL,8.6,8.2,4.88
NSE:KCP,144.45,142.55,1.33
NSE:KDDL,512.4,517.9,-1.06
NSE:KEI,998.9,939.7,6.3
NSE:KERNEX,82.95,82.6,0.42
NSE:KELLTONTEC,52.25,51.6,1.26
NSE:KESORAMIND,70.05,70.85,-1.13
NSE:SHK,156.45,155.25,0.77
NSE:RADICO,1130.85,1095.3,3.25
NSE:KHANDSE,17.25,17.2,0.29
NSE:KHAITANLTD,38,37.25,2.01
NSE:KIRIINDUS,529.7,533.8,-0.77
NSE:KIRLOSIND,1630,1619.9,0.62
NSE:KMSUGAR,27.3,27.35,-0.18
NSE:KOTHARIPET,52.15,52.4,-0.48
NSE:KOKUYOCMLN,68.65,68.2,0.66
NSE:KOLTEPATIL,324.9,326.1,-0.37
NSE:KRBL,323.1,320.85,0.7
NSE:KRIDHANINF,5.3,5.15,2.91
NSE:KWALITY,2.2,2.2,0
NSE:LT,1796.65,1789.3,0.41
NSE:MOREPENLAB,54.55,54.7,-0.27
NSE:LYKALABS,81.5,79,3.16
NSE:UNICHEMLAB,261.5,264.25,-1.04
NSE:LAKPRE,4.6,4.65,-1.08
NSE:LAMBODHARA,87.45,87.45,0
NSE:VIVIMEDLAB,21.35,21.55,-0.93
NSE:INDSWFTLAB,63.05,63.1,-0.08
NSE:NEULANDLAB,1732.25,1823.4,-5
NSE:LAXMIMACH,9160.5,9032.8,1.41
NSE:PENINLAND,12.1,12.1,0
NSE:CAPLIPOINT,912.7,907.8,0.54
NSE:LFIC,80.5,79.75,0.94
NSE:LCCINFOTEC,1.85,1.9,-2.63
NSE:INOXLEISUR,417.05,415.4,0.4
NSE:LGBBROSLTD,514,494.3,3.99
NSE:SUVEN,115.3,117.3,-1.71
NSE:SONATSOFTW,934.3,934.5,-0.02
NSE:RPGLIFE,656,669.6,-2.03
NSE:MOTHERSUMI,243.15,246.55,-1.38
NSE:MCLEODRUSS,30.4,29.6,2.7
NSE:COUNCODOS,3.5,3.6,-2.78
NSE:COROMANDEL,872.4,863.2,1.07
NSE:MOIL,172.55,168.9,2.16
NSE:SYMPHONY,1083.8,1072.4,1.06
NSE:NECLIFE,30.65,30.4,0.82
NSE:PHOENIXLTD,985,977.65,0.75
NSE:MAJESCO,92,91.45,0.6
NSE:MANGTIMBER,17.6,17.75,-0.85
NSE:BANCOINDIA,194.35,195.5,-0.59
NSE:UPL,755,747.85,0.96
NSE:INDUSINDBK,1223,1210,1.07
NSE:GRAVITA,207.5,206.4,0.53
NSE:CASTEXTECH,0.8,0.75,6.67
NSE:PUNJLLOYD,1.9,1.85,2.7
NSE:PETRONET,235.65,230.5,2.23
NSE:SICAL,21.6,19.65,9.92
NSE:PATINTLOG,22.95,22.75,0.88
NSE:SHREYAS,387.95,391.65,-0.94
NSE:LOVABLE,134.5,134.8,-0.22
NSE:LOKESHMACH,52.1,52.35,-0.48
NSE:SNOWMAN,43.9,42.9,2.33
NSE:VRLLOG,396.5,385.05,2.97
NSE:SAKHTISUG,15.3,15.85,-3.47
NSE:PRIMESECU,121.85,116.05,5
NSE:INFOMEDIA,4.25,4.05,4.94
NSE:TVSMOTOR,582.1,583.8,-0.29
NSE:TTML,55.65,53,5
NSE:TRF,160.1,158.8,0.82
NSE:TITAN,2656,2564.05,3.59
NSE:TIJARIA,7.2,7.25,-0.69
NSE:TI,48.4,46.1,4.99
NSE:THERMAX,1410.2,1387.7,1.62
NSE:TATAMTRDVR,266.1,247.65,7.45
NSE:TATACOMM,1487.25,1440,3.28
NSE:TAKE,51.6,51.65,-0.1
NSE:SURANASOL,24.45,23.3,4.94
NSE:LUXIND,3812.05,3755.15,1.52
NSE:LUMAXIND,1449.95,1455.45,-0.38
NSE:MTNL,20,19.85,0.76
NSE:MASTEK,3293.75,3225.85,2.1
NSE:MARKSANS,69.65,70,-0.5
NSE:MALUPAPER,36.65,36.7,-0.14
NSE:MANINDS,115.05,113,1.81
NSE:MARICO,583.05,579.3,0.65
NSE:M&MFIN,187.8,185.2,1.4
NSE:MANAKSTEEL,33.1,31.75,4.25
NSE:MANINFRA,111.9,110.05,1.68
NSE:MBLINFRA,22.5,22.05,2.04
NSE:MCDHOLDING,84.15,80.15,4.99
NSE:SAMBHAAV,3,2.9,3.45
NSE:RADAAN,1.45,1.45,0
NSE:PRECOT,251.8,253.7,-0.75
NSE:POLYMED,961.6,992.55,-3.12
NSE:MEP,26.8,26.9,-0.37
NSE:SHILPAMED,625.55,638.95,-2.1
NSE:MELSTAR,3.65,3.55,2.82
NSE:RATNAMANI,2211.35,2211.35,0
NSE:INDRAMEDCO,79.95,80.05,-0.12
NSE:MFSL,999.9,988.25,1.18
NSE:MHRIL,247.75,242.8,2.04
NSE:MIRZAINT,65.3,64.2,1.71
NSE:20MICRONS,63.1,62.35,1.2
NSE:MINDACORP,134.25,133.25,0.75
NSE:SARDAEN,833,770.25,8.15
NSE:MMTC,48.2,47.1,2.34
NSE:MORARJEE,18.9,19.3,-2.07
NSE:MOHITIND,12.35,12.35,0
NSE:MOLDTKPAC,708.55,730.05,-2.95
NSE:SHARDAMOTR,670,691.35,-3.09
NSE:SANGHVIMOV,201.05,203.5,-1.2
NSE:MPHASIS,3370.35,3266.6,3.18
NSE:MPSLTD,684.25,691.6,-1.06
NSE:MRO-TEK,67.4,64.2,4.98
NSE:MSPL,9.9,9.9,0
NSE:SHREERAMA,14.05,13.85,1.44
NSE:SUNDARAM,2,2,0
NSE:3RDROCK,64.6,64.6,0
NSE:MUKANDLTD,144,141.95,1.44
NSE:MUNJALSHOW,139.05,137.65,1.02
NSE:MUTHOOTCAP,406.05,406.95,-0.22
NSE:MUKANDENGG,26.25,26.25,0
NSE:NAVKARCORP,43.05,42.7,0.82
NSE:NATCOPHARM,891.1,889.85,0.14
NSE:NSIL,1866,1805.05,3.38
NSE:NAHARSPING,454.75,433.1,5
NSE:NAGREEKCAP,7.85,7.95,-1.26
NSE:PNB,44.75,42.55,5.17
NSE:NAHARINDUS,116.5,113.95,2.24
NSE:TNPL,140.5,141.25,-0.53
NSE:NCC,83.3,81.5,2.21
NSE:NDTV,82.7,82.55,0.18
NSE:SUNTV,556.1,554.45,0.3
NSE:NESCO,674.05,667,1.06
NSE:RAJTV,36.45,36.05,1.11
NSE:NETWORK18,88.7,78.75,12.63
NSE:NESTLEIND,19379.15,19325.4,0.28
NSE:NEXTMEDIA,6,5.85,2.56
NSE:TVTODAY,297.05,289.2,2.71
NSE:DEN,54.3,53.3,1.88
NSE:SMARTLINK,115,114.45,0.48
NSE:SETFNN50,466.3,461.68,1
NSE:SETFNIF50,188.21,186.5,0.92
NSE:NITINSPIN,229.4,218.5,4.99
NSE:DEEPAKNTR,2915.1,2897.8,0.6
NSE:NIPPOBATRY,1030,1036,-0.58
NSE:NILAINFRA,6.65,6.95,-4.32
NSE:NILKAMAL,2689.8,2677.55,0.46
NSE:SETFNIFBK,396.65,392.28,1.11
NSE:NITCO,25.5,25.5,0
NSE:TECHIN,6.45,6.65,-3.01
NSE:NKIND,42.7,41.3,3.39
NSE:GRINDWELL,1564.65,1466.95,6.66
NSE:DENORA,341.8,339.15,0.78
NSE:OCCL,1075,1077.95,-0.27
NSE:SCI,143.2,142,0.85
NSE:TINPLATE,339.6,333.35,1.87
NSE:STCINDIA,112.65,109.7,2.69
NSE:SAIL,128.8,124.2,3.7
NSE:BANKBARODA,91.45,88.75,3.04
NSE:TFCILTD,74,73.1,1.23
NSE:OILCOUNTUB,10.6,11.15,-4.93
NSE:SOTL,1506.9,1494.95,0.8
NSE:OMKARCHEM,25.95,24.75,4.85
NSE:ORIENTALTL,9.1,9.05,0.55
NSE:ORIENTLTD,75,73.85,1.56
NSE:ORIENTPPR,34.7,33.75,2.81
NSE:ORTEL,1.35,1.35,0
NSE:ORICONENT,29.2,29.3,-0.34
NSE:ORISSAMINE,2893,2856.35,1.28
NSE:GREENPOWER,4.9,4.7,4.26
NSE:VINATIORGA,2053.9,2077.75,-1.15
NSE:ORIENTHOT,41.25,39,5.77
NSE:MARALOVER,82.8,85.75,-3.44
NSE:PRADIP,1.15,1.1,4.55
NSE:PAGEIND,38097.5,37370.3,1.95
NSE:PARSVNATH,16.2,16.35,-0.92
NSE:PATSPINLTD,9.25,9.4,-1.6
NSE:SHALPAINTS,96.65,97.05,-0.41
NSE:PARACABLES,13.4,13.5,-0.74
NSE:PANAMAPET,276,274.55,0.53
NSE:STARPAPER,150.95,150.8,0.1
NSE:PBAINFRA,11.5,11.65,-1.29
NSE:PDMJEPAPER,44.2,43.3,2.08
NSE:SPIC,51.85,51.75,0.19
NSE:LINCPEN,248.1,247.15,0.38
NSE:PEARLPOLY,16,15.75,1.59
NSE:PENIND,31.5,29.8,5.7
NSE:SUPPETRO,768.95,744.35,3.3
NSE:CHENNPETRO,138.65,134,3.47
NSE:PERSISTENT,4159.65,4212,-1.24
NSE:TNPETRO,131.5,132,-0.38
NSE:MANALIPETC,125.9,125.75,0.12
NSE:PFIZER,5523.45,5537.6,-0.26
NSE:SMSPHARMA,148,148.75,-0.5
NSE:TORNTPHARM,3100.25,3130.4,-0.96
NSE:BALPHARMA,105,104.15,0.82
NSE:LINCOLN,382,380.3,0.45
NSE:PIIND,3340.5,3314.25,0.79
NSE:PILANIINVS,2015,2012.05,0.15
NSE:SRIPIPES,212.35,209.95,1.14
NSE:PIDILITIND,2488.5,2481.1,0.3
NSE:TEXMOPIPES,52.2,52.15,0.1
NSE:PLASTIBLEN,268.45,270.65,-0.81
NSE:PNCINFRA,374.8,377.5,-0.72
NSE:PONNIERODE,246,242.15,1.59
NSE:PREMIERPOL,71.95,68.7,4.73
NSE:POLYPLEX,1923.4,1834.95,4.82
NSE:HONDAPOWER,1406.2,1398.35,0.56
NSE:RPOWER,16.95,16.15,4.95
NSE:VARDMNPOLY,23.05,23.3,-1.07
NSE:TORNTPOWER,521.7,515.4,1.22
NSE:RTNPOWER,4.45,4.4,1.14
NSE:SEPOWER,11.65,11.1,4.95
NSE:POWERMECH,1075,1038.05,3.56
NSE:VIVIDHA,0.75,0.75,0
NSE:SPYL,0.75,0.75,0
NSE:CAREERP,158.35,156.15,1.41
NSE:TATAPOWER,255.95,222.6,14.98
NSE:TDPOWERSYS,372.25,340.65,9.28
NSE:PREMIER,4.05,3.9,3.85
NSE:PURVA,141,136.9,2.99
NSE:TTKPRESTIG,8860,8805.4,0.62
NSE:PRAKASHSTL,2.45,2.25,8.89
NSE:PSB,19.25,18.55,3.77
NSE:PTC,135,133.4,1.2
NSE:PTL,51,49.85,2.31
NSE:SHAKTIPUMP,824,800.5,2.94
NSE:PVR,1735,1713.8,1.24
NSE:PVP,6.1,5.85,4.27
NSE:RANASUG,28.9,28.45,1.58
NSE:RAMKY,157.2,158.9,-1.07
NSE:RAJVIR,8.5,8.1,4.94
NSE:INGERRAND,1186.4,1175,0.97
NSE:RAMASTEEL,274.05,279.7,-2.02
NSE:RAJRAYON,0.45,0.45,0
NSE:RAYMOND,463.3,461.75,0.34
NSE:RAMSARUP,1.3,1.35,-3.7
NSE:INDORAMA,52.7,52.15,1.05
NSE:RALLIS,320.5,313.75,2.15
NSE:RAMCOIND,303.25,298.15,1.71
NSE:RANEENGINE,300.9,298.1,0.94
NSE:SRHHYPOLTD,354.35,354.7,-0.1
NSE:RANEHOLDIN,599.6,597.5,0.35
NSE:RML,411.9,411.35,0.13
NSE:RAIN,243.7,239.7,1.67
NSE:RAMCOSYS,478.55,472.05,1.38
NSE:RMCL,2.05,2.1,-2.38
NSE:RCOM,3.2,3.15,1.59
NSE:RIIL,743.3,736.5,0.92
NSE:REDINGTON,155.05,153.25,1.17
NSE:RICOAUTO,47.4,47.45,-0.11
NSE:ROLTA,5.7,5.65,0.88
NSE:SURYAROSNI,708.3,704.8,0.5
NSE:ROSSELLIND,166.95,170.5,-2.08
NSE:RPPINFRA,64.1,62.75,2.15
NSE:RSYSTEMS,223.3,220.3,1.36
NSE:RSSOFTWARE,36.85,36.7,0.41
NSE:RSWM,360.95,354,1.96
NSE:RUCHIRA,87.85,87.45,0.46
NSE:RUSHIL,253.95,253.45,0.2
NSE:RUPA,494,491.3,0.55
NSE:RUBYMILLS,307,291.2,5.43
NSE:RUCHINFRA,7.1,6.95,2.16
NSE:HOTELRUGBY,2.95,2.85,3.51
NSE:SANGHIIND,68.75,68.8,-0.07
NSE:SAKSOFT,1071.4,1088.5,-1.57
NSE:SAREGAMA,4337,4337.5,-0.01
NSE:SANDESH,794.35,787.9,0.82
NSE:SANGAMIND,222.2,211.65,4.98
NSE:THOMASCOTT,18.05,18.05,0
NSE:MAHSCOOTER,4774.55,4751.9,0.48
NSE:SEQUENT,217,220.65,-1.65
NSE:MAHSEAMLES,517.3,487.5,6.11
NSE:INVENTURE,2.65,2.55,3.92
NSE:SHYAMTEL,10.6,10.25,3.41
NSE:SHOPERSTOP,280.9,277.8,1.12
NSE:SHIVAMAUTO,30.65,32.1,-4.52
NSE:LIBERTSHOE,181.75,179.9,1.03
NSE:RENUKA,30,29.75,0.84
NSE:STAR,584.6,592.65,-1.36
NSE:SHREYANIND,130.1,128.55,1.21
NSE:SIMBHALS,29.7,29.5,0.68
NSE:SIYSIL,425.05,419.95,1.21
NSE:SILINV,336,334.25,0.52
NSE:SINTEX,4.55,4.35,4.6
NSE:SIL,14.8,15,-1.33
NSE:SIMPLEXINF,44.95,44.65,0.67
NSE:SJVN,29.25,28.35,3.17
NSE:SKIPPER,80.75,81.55,-0.98
NSE:SKIL,4.6,4.45,3.37
NSE:SOLARINDS,2681.85,2532.45,5.9
NSE:COMPUSOFT,16.5,17.35,-4.9
NSE:CALSOFT,35.8,34.1,4.99
NSE:SOBHA,835.5,826.75,1.06
NSE:AURIONPRO,222,213.4,4.03
NSE:SOMATEX,8.15,7.85,3.82
NSE:SPMLINFRA,11.1,10.8,2.78
NSE:SPENTEX,1.35,1.35,0
NSE:SPECIALITY,90.45,93.7,-3.47
NSE:SPLIL,46.5,46.15,0.76
NSE:VSSL,269.15,263.15,2.28
NSE:SRF,2382.8,2410.9,-1.17
NSE:SREEL,183.65,178.25,3.03
NSE:SREINFRA,5.6,5.85,-4.27
NSE:TVSSRICHAK,2520.05,2546.25,-1.03
NSE:VISASTEEL,13.75,13.1,4.96
NSE:STERTOOLS,204.5,205.6,-0.54
NSE:STEL,172.65,172.8,-0.09
NSE:SUPREMEINF,18.55,19.5,-4.87
NSE:SUZLON,7.35,7.05,4.26
NSE:SUNTECK,506.35,509.55,-0.63
NSE:SUMEETINDS,8.7,8.7,0
NSE:SUNCLAYLTD,3744.75,3671.95,1.98
NSE:SUPRAJIT,396.4,380.25,4.25
NSE:SUPERHOUSE,185.45,185.55,-0.05
NSE:SUMMITSEC,764,766.15,-0.28
NSE:MAWANASUG,89.65,89.2,0.5
NSE:SUPREMEIND,2615,2578.2,1.43
NSE:SUPERSPIN,13.1,12.95,1.16
NSE:SURYALAXMI,66.5,63.4,4.89
NSE:UTTAMSUGAR,190.15,190.55,-0.21
NSE:SWANENERGY,133.65,131.5,1.63
NSE:SWELECTES,275.3,280.55,-1.87
NSE:SYNGENE,615.75,612.75,0.49
NSE:BANSWRAS,197.7,195.55,1.1
NSE:PRAENG,19.45,19.65,-1.02
NSE:TALBROAUTO,287,289,-0.69
NSE:TATAMETALI,1093.55,1076.6,1.57
NSE:TARMAT,67.3,68.55,-1.82
NSE:TNTELE,9.6,9.55,0.52
NSE:TATAINVEST,1688.05,1668.75,1.16
NSE:TANTIACONS,7.15,7.35,-2.72
NSE:TATACOFFEE,236.7,230.45,2.71
NSE:TANLA,942,922.45,2.12
NSE:TARAPUR,4,4,0
NSE:TEAMLEASE,4950,4982.45,-0.65
NSE:TIIL,888,903.85,-1.75
NSE:TFL,6.2,6.05,2.48
NSE:INDOTHAI,94.3,92.7,1.73
NSE:TIMETECHNO,74.7,75.95,-1.65
NSE:TIL,182,181.95,0.03
NSE:TIMKEN,1835.75,1843.6,-0.43
NSE:TIPSINDLTD,1434.95,1389.15,3.3
NSE:TWL,100.05,101.1,-1.04
NSE:TOKYOPLAST,102.8,104.4,-1.53
NSE:TPLPLASTEH,174.75,172.9,1.07
NSE:TRIL,30.65,30.05,2
NSE:TRIVENI,210.05,201.2,4.4
NSE:TTL,76.75,77.85,-1.41
NSE:TRITURBINE,166.5,168.55,-1.22
NSE:UCOBANK,14.55,14.3,1.75
NSE:UJAAS,3.45,3.3,4.55
NSE:CARBORUNIV,902.55,883.1,2.2
NSE:UNIVCABLES,177,175.65,0.77
NSE:MAYURUNIQ,481.9,478.15,0.78
NSE:VTL,2052.9,2033.05,0.98
NSE:VAKRANGEE,43.75,44.3,-1.24
NSE:WABAG,345.55,344.7,0.25
NSE:VENUSREM,468.05,412.6,13.44
NSE:VENKEYS,3148.85,3183.4,-1.09
NSE:VEDL,364.15,331.9,9.72
NSE:VGUARD,263.6,262.9,0.27
NSE:VISESHINFO,0.25,0.2,25
NSE:VINDHYATEL,1189.2,1191.25,-0.17
NSE:VICEROY,4.4,4.2,4.76
NSE:VISHNU,719,730.95,-1.63
